sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
576,People apparently don't get my sarcasm.,Tourists obviously can't stand his violin.,Investors clearly didn't trust her promise.,Children rarely finish their spinach.,Neighbors suddenly heard your argument.,Critics frankly hate their screenplay.,Viewers barely noticed her accent.,Scientists finally understood the equation.,Customers simply ignored the warning.,Students frequently question his theory.,Passengers patiently awaited their luggage.
577,People are getting hungry and desperate.,Engines are running hot and sluggish.,Tourists are growing tired and restless.,Puppies are becoming playful and rowdy.,Stocks are turning volatile and risky.,Actors are getting nervous and forgetful.,Clouds are turning dark and ominous.,Students are growing bored and disruptive.,Vines are becoming thick and invasive.,Phones are running slow and glitchy.,Critics are sounding harsh and dismissive.
578,People need to respect the law.,Children love to explore the woods.,Tourists hope to photograph the palace.,Students learn to solve the puzzle.,Drivers try to avoid the traffic.,Artists love to paint the canvas.,Readers hate to spoil the ending.,Chefs learn to season the broth.,Cyclists try to conquer the mountain.,Doctors hate to miss the symptom.,Singers love to harmonize the chorus.
579,Perhaps he'd put down rat poison?,Maybe she'd picked up fresh flowers?,Possibly they'd locked up stray dogs?,Perhaps she'd thrown out stale bread?,Maybe he'd signed up night classes?,Possibly she'd broken off sharp glass?,Perhaps he'd taken back rare coins?,Maybe they'd cleaned out storage boxes?,Possibly she'd pulled up wild weeds?,Perhaps he'd handed over secret letters?,Maybe she'd set off bright fireworks?
580,Perhaps we can catch some fish.,Maybe we can bake some bread.,Perhaps we can adopt some dogs.,Possibly we can grow some herbs.,Maybe we can carve some toys.,Perhaps we can hire some nurses.,Possibly we can paint some chairs.,Maybe we can collect some coins.,Perhaps we can train some birds.,Possibly we can mend some clocks.,Maybe we can plant some roses.
581,Pine cones and tree bark too.,Shell casings and rifle scopes too.,Paint chips and canvas fibers too.,Honey jars and beeswax blocks too.,Iron filings and copper coils too.,Silk ribbons and velvet patches too.,Glass shards and mirror fragments too.,Pepper flakes and herb stems too.,Marble chips and granite slabs too.,Feather quills and ink blots too.,Rubber bands and paper clips too.
582,Please allow me to deliver it.,Please permit me to collect them.,Please authorize me to inspect her.,Please enable me to assemble it.,Please instruct me to photograph him.,Please invite me to translate this.,Please remind me to purchase those.,Please encourage me to summarize the report.,Please compel me to rehearse the scene.,Please hire me to renovate the kitchen.,Please beg me to delete the message.
583,Please do send me a message!,Please do bake me a muffin!,Please do fetch me a novel!,Please do carve me a pumpkin!,Please do play me a ballad!,Please do knit me a sweater!,Please do pour me a coffee!,Please do draw me a dragon!,Please do reserve me a ticket!,Please do print me a photo!,Please do order me a salad!
584,Please let me answer the question.,Please let me open the window.,Please let me taste the soup.,Please let me borrow the pencil.,Please let me drive the truck.,Please let me finish the puzzle.,Please let me water the orchid.,Please let me read the letter.,Please let me fix the bicycle.,Please let me adopt the puppy.,Please let me guard the museum.
585,Please send for him at once.,Please call for her right now.,Please wait for them at noon.,Please search for it at once.,Please apply for Max by dawn.,Please care for Lily this evening.,Please vote for Anna by midnight.,Please pay for Ben before lunch.,Please ask for Eve at sunrise.,Please look for Sam after class.,Please cheer for Zoe by dusk.
586,"Pleasure, release, then ultimately, eternal peace.","Thunder, lightning, then suddenly, total darkness.","Laughter, applause, then finally, joyful celebration.","Panic, screaming, then instantly, complete chaos.","Blossoms, fragrance, then gradually, vibrant spring.","Whispers, tension, then unexpectedly, bitter divorce.","Sparkles, glitter, then slowly, magical twilight.","Rumbling, shaking, then rapidly, massive collapse.","Cheers, confetti, then shortly, grand finale.","Drizzle, mist, then eventually, gentle sunrise.","Crackling, roaring, then swiftly, fierce wildfire."
587,Plus there be laws and rules.,Plus there be storms and floods.,Plus there be songs and dances.,Plus there be coins and jewels.,Plus there be myths and legends.,Plus there be herbs and spices.,Plus there be jokes and riddles.,Plus there be paints and brushes.,Plus there be wolves and eagles.,Plus there be robes and crowns.,Plus there be ships and captains.
588,Political organization revolved about the basileis.,Musical ensemble rotated around the soloist.,Research project centered on the hypothesis.,Wildlife patrol circled near the rhinoceros.,Emergency crew pivoted around the commander.,Culinary team focused on the appetizer.,Rescue squad orbited above the castaway.,Construction crew clustered beside the bulldozer.,Theater troupe gathered around the playwright.,Security detail hovered near the diplomat.,Expedition team rallied behind the cartographer.
589,Possibly the bacteria that causes plague.,Perhaps the virus that triggers measles.,Possibly the fungus that produces mildew.,Maybe the insect that spreads malaria.,Conceivably the microbe that generates rust.,Potentially the algae that creates toxins.,Arguably the spore that causes mildew.,Possibly the tick that transmits fever.,Presumably the mold that triggers asthma.,Likely the yeast that produces fermentation.,Possibly the mite that spreads scabies.
590,"Precious, beautiful, worth seeking the best.","Ancient, fragile, worth guarding the rarest.","Modern, vibrant, worth chasing the boldest.","Rustic, sturdy, worth restoring the oldest.","Sleek, silent, worth testing the fastest.","Cozy, fragrant, worth baking the warmest.","Icy, crisp, worth tasting the freshest.","Bold, spicy, worth savoring the strongest.","Tiny, radiant, worth spotting the brightest.","Vast, lonely, worth mapping the farthest.","Soft, soothing, worth playing the gentlest."
591,Press F5 to reset the position.,Press B2 to unlock the cabinet.,Press Z9 to start the engine.,Press M4 to open the valve.,Press Q1 to close the shutter.,Press L8 to eject the cartridge.,Press R6 to inflate the mattress.,Press T3 to dim the lantern.,Press K7 to release the latch.,Press W5 to sharpen the blade.,Press G0 to silence the alarm.
592,Probably a printed Microsoft Paint file.,Possibly a handwritten Adobe Illustrator sketch.,Maybe a carved Google Docs envelope.,Perhaps a stitched Apple Music playlist.,Likely a molded Spotify video clip.,Probably a folded Gmail invoice.,Presumably a welded Netflix receipt.,Apparently a knitted Zoom photograph.,Conceivably a glued Slack audio note.,Evidently a painted Dropbox spreadsheet.,Arguably a woven Trello memo card.
593,Pull the pin and throw it!,Push the door and lock it!,Lift the lid and seal it!,Cut the rope and burn it!,Grab the ball and toss it!,Flip the switch and hide it!,Twist the cap and lose it!,Tug the cord and sell it!,Snap the clip and mail it!,Strike the match and drop it!,Pop the cork and drink it!
594,Put the white flag out first.,Cast the iron anchor down swiftly.,Feed the hungry kitten now gently.,Light the red candle inside carefully.,Send the urgent message ahead immediately.,Plant the young tree outside slowly.,Hold the heavy box up firmly.,Draw the thick curtain across quickly.,Pour the hot coffee down carefully.,Drag the old trunk outside quietly.,Show the blue badge first politely.
595,Quintessential sound of a peaceful night.,Vibrant aroma of a bustling kitchen.,Gentle shimmer of a distant lighthouse.,Faint echo of a forgotten melody.,Rich flavor of a homemade stew.,Archetypal scent of a tranquil dawn.,Bright flash of a summer lightning.,Warm glow of a cozy fireplace.,Sharp crack of a winter icicle.,Muffled thud of a falling textbook.,Sweet scent of a blooming orchard.
596,"Quite simply, it was becoming tiresome.","Quite simply, it was becoming delicious.","Quite simply, it was turning chaotic.","Quite simply, it was becoming hilarious.","Quite simply, it was appearing futile.","Quite simply, it was sounding dreadful.","Quite simply, it was feeling slippery.","Quite simply, it was smelling rotten.","Quite simply, it was tasting bitter.","Quite simply, it was looking ancient.","Quite simply, it was seeming impossible."
597,Rb binds more than 100 proteins.,Ana teaches over fifty languages.,Leo repairs more than eighty engines.,Zara designs over ninety garments.,Ivan cultivates more than seventy orchids.,Maya translates over sixty novels.,Omar supervises more than fifty interns.,Lina composes over eighty sonatas.,Noah inspects more than ninety bridges.,Ruby curates over seventy exhibits.,Karl trains more than sixty puppies.
598,"Read me the book, then decide.","Bake me the cake, then depart.","Fetch me the keys, then relax.","Sing me the hymn, then advance.","Pour me the juice, then reflect.","Carve me the statue, then escape.","Write me the letter, then rejoice.","Knit me the scarf, then explore.","Print me the photo, then retire.","Mix me the cocktail, then proceed.","Forge me the blade, then surrender."
599,"Read the book, sign the forms.","Bake the cake, frost the layers.","Plant the seeds, water the rows.","Tune the guitar, tighten the strings.","Fold the shirts, pack the bags.","Sketch the portrait, ink the lines.","Chop the onions, season the stew.","Print the photos, frame the shots.","Polish the boots, lace the pairs.","Record the vocals, mix the tracks.","Lock the doors, set the alarms."
600,"Read unbiased reviews, ratings and recommendations.","Eat fresh salads, fruits and vegetables.","Send urgent letters, parcels and documents.","Buy vintage clocks, lamps and paintings.","Write detailed notes, lists and summaries.","Hear distant thunder, sirens and explosions.","Find rare coins, stamps and postcards.","Take sharp photos, videos and portraits.","Leave empty bottles, cans and wrappers.","Teach advanced courses, classes and seminars.","Build sturdy fences, gates and railings."
601,Recognize your picture from the paper.,Capture your melody from the concert.,Retrieve your letter from the archive.,Sketch your portrait from the gallery.,Collect your trophy from the podium.,Record your voice from the broadcast.,Secure your diploma from the ceremony.,Trace your lineage from the registry.,Extract your sample from the exhibit.,Download your video from the server.,Recover your wallet from the theater.
602,"Regardless, they end up quantifying risk.","Nevertheless, they start measuring joy.","Regardless, they begin assessing hope.","Nevertheless, they finish calculating grief.","Regardless, they cease evaluating trust.","Nevertheless, they keep tracking peace.","Regardless, they resume estimating fear.","Nevertheless, they stop gauging charm.","Regardless, they continue appraising doubt.","Nevertheless, they start computing warmth.","Regardless, they begin valuing calm."
603,Regulation facilitates safety and passenger confidence.,Education promotes growth and student motivation.,Technology enhances speed and worker productivity.,Medicine reduces pain and patient anxiety.,Irrigation boosts yield and farmer prosperity.,Exercise improves health and athlete endurance.,Innovation drives change and consumer interest.,Legislation ensures order and citizen security.,Nutrition supports development and child vitality.,Automation increases output and factory efficiency.,Conservation preserves wildlife and hiker satisfaction.
604,Remember that in times of pain!,Whisper that during moments of joy!,Shout that before hours of silence!,Record that after weeks of chaos!,Forget that within seconds of calm!,Celebrate that throughout years of hardship!,Treasure that beyond days of sorrow!,Ignore that amid minutes of laughter!,Publish that following decades of peace!,Believe that despite centuries of doubt!,Hoard that until seasons of plenty!
605,Remember the sound of his voice.,Capture the scent of her perfume.,Forget the taste of that medicine.,Record the color of the sunset.,Notice the shape of the shadow.,Preserve the warmth of the blanket.,Ignore the pitch of the siren.,Recall the texture of the velvet.,Observe the speed of the comet.,Treasure the flavor of the chocolate.,Register the chill of the wind.
606,Responsibility is vital in group discipline.,Creativity is crucial in team projects.,Patience is essential in classroom management.,Honesty is critical in financial reporting.,Flexibility is valuable in travel planning.,Courage is necessary in mountain climbing.,Precision is important in surgical procedures.,Kindness is beneficial in customer service.,Persistence is helpful in research endeavors.,Curiosity is advantageous in scientific discovery.,Generosity is admirable in community outreach.
607,Revco wouldn't comment on its plans.,Target couldn't elaborate on its strategy.,"Syntactic alternative:  
Revco wouldn't comment on its losses.",Boeing couldn't speculate on its timeline.,"Syntactic alternative:  
Revco wouldn't comment on its losses.",Revco wouldn't elaborate on its strategy.,Revco declined to discuss its intentions.,Tesla couldn't elaborate on its prototypes.,Revco declined to discuss its findings.,Pfizer couldn't speculate on its trials.,Revco refused to discuss its patents.
608,Ross Perot evidently has no plan.,Alice Cooper obviously owns three cars.,Morgan Freeman clearly enjoys long walks.,Emma Watson reportedly speaks five languages.,Neil Young allegedly writes terrible poetry.,Serena Williams definitely teaches advanced calculus.,Tom Hanks secretly collects rare insects.,Beyoncé Knowles suddenly bought two islands.,Elon Musk reportedly fears deep water.,Oprah Winfrey evidently grows exotic orchids.,Brad Pitt surprisingly hates fine chocolate.
609,Ruby takes off towards the Cineplex...,Marcus heads into the Museum...,Elena drives past the Airport...,Carlos walks toward the Stadium...,Olivia runs from the Library...,Ahmed cycles near the Harbor...,Priya swims under the Bridge...,Dylan climbs above the Canyon...,Fiona skates along the Riverbank...,Rajiv jumps over the Fence...,Naomi crawls beneath the Platform...
610,Ruthless... merciless... devoted to our cause.,Fearless... tireless... loyal to our queen.,Silent... restless... faithful to our creed.,Ancient... boundless... sacred to our tribe.,Brilliant... priceless... vital to our plan.,Savage... breathless... sworn to our king.,Fragile... priceless... precious to our child.,Chaotic... sleepless... central to our dream.,Radiant... weightless... foreign to our world.,Massive... flawless... crucial to our scheme.,Humble... ageless... dear to our heart.
611,SEO- short for search engine optimization.,NASA—short for National Aeronautics and Space Administration.,FIFA—short for Fédération Internationale de Football Association.,NATO—short for North Atlantic Treaty Organization.,"UNESCO—short for United Nations Educational, Scientific and Cultural Organization.",GIF—short for Graphics Interchange Format.,RAM—short for Random Access Memory.,UNICEF—short for United Nations International Children's Emergency Fund.,RADAR—short for Radio Detection and Ranging.,SCUBA—short for Self-Contained Underwater Breathing Apparatus.,LASER—short for Light Amplification by Stimulated Emission of Radiation.
612,Sales in Europe were up 2%.,Prices in Asia were down 5%.,Costs in Brazil were flat 1%.,Scores in Canada were high 8%.,Rates in Japan were low 3%.,Stocks in Mexico were off 4%.,Grades in France were up 6%.,Tolls in India were down 7%.,Yields in Kenya were high 9%.,Rents in Norway were low 2%.,Votes in Ghana were up 10%.
613,Savanah ordered a fried shrimp dinner.,Rebecca booked a guided canyon tour.,Marcus painted a rustic wooden bench.,Alicia adopted a rescued greyhound puppy.,Julian rented a sleek convertible coupe.,Brianna baked a layered chocolate cake.,Dominic edited a lengthy technical manual.,Valentina planted a fragrant herb garden.,Nathaniel welded a sturdy steel frame.,Gabrielle composed a haunting violin sonata.,Sebastian purchased a vintage leather satchel.
614,"Scary and freaky sometimes, but awesome.","Silky and glossy occasionally, but radiant.","Crispy and tangy rarely, but divine.","Noisy and chaotic often, but thrilling.","Dusty and rusty usually, but charming.","Icy and slippery always, but stunning.","Fuzzy and cuddly frequently, but elegant.","Bitter and sour seldom, but exquisite.","Sleek and shiny daily, but majestic.","Grimy and gritty weekly, but splendid.","Bumpy and lumpy nightly, but magical."
615,Science and religion can indeed coexist.,Poetry and commerce can indeed collaborate.,Comedy and politics can indeed intersect.,Music and fashion can indeed harmonize.,Art and technology can indeed integrate.,Literature and cinema can indeed converge.,Philosophy and economics can indeed align.,Theater and activism can indeed unite.,Architecture and nature can indeed blend.,Journalism and fiction can indeed overlap.,Dance and mathematics can indeed correspond.
616,Section ISH using rat Shh probe.,Region ABC employing mouse Fgf vector.,District XYZ utilizing human Myc primer.,Zone LMN applying hamster Wnt insert.,Sector PQR deploying chick Bmp fragment.,Block DEF adopting canine Notch tag.,Area GHI handling feline Hgf strand.,Segment JKL operating bovine Vegf plasmid.,Territory MNO wielding zebrafish Tgf marker.,Division STU implementing piglet Egf cassette.,Locale VWX exploiting rabbit Pdgf sequence.
617,"Senator Edwards, good luck to you.","Doctor Martinez, good morning to you.","Captain Reynolds, safe travels to you.","Professor Nguyen, best wishes to you.","Ambassador Kowalski, warm greetings to you.","Detective Sharma, good evening to you.","Principal Thompson, happy birthday to you.","Engineer Patel, safe journey to you.","Director Kim, heartfelt thanks to you.","Colonel O'Brien, sincere apologies to you.","Artist Dubois, great success to you."
618,Share resource: Computer keyboard explanation posters.,Send message: Library catalog reference cards.,Post update: Garden tool instruction labels.,Issue warning: City bridge safety leaflets.,Submit request: Museum audio guide booklets.,Forward memo: Lab equipment warning stickers.,Distribute flyer: Park trail orientation maps.,Release report: School bus route timetables.,Upload file: Clinic vaccine information sheets.,Mail packet: Office printer setup diagrams.,Broadcast alert: Harbor weather signal flags.
619,"Sharon, she's cooked in a restaurant.","Marcus, he's painted in a gallery.","Yvonne, she's danced in a theater.","Roland, he's taught in a school.","Keisha, she's sung in a stadium.","Damian, he's planted in a greenhouse.","Lila, she's written in a library.","Javier, he's sculpted in a studio.","Nadia, she's sailed in a marina.","Glenn, he's repaired in a garage.","Suri, she's designed in a boutique."
620,She also has a great wig.,He also owns a rare coin.,They also run a small café.,Maria also leads a large team.,It also costs a hefty fee.,Leo also drives a sleek car.,We also need a sharp knife.,She also wrote a long poem.,He also keeps a vintage bike.,Anna also grows a tiny orchid.,He also found a loose screw.
621,She began to worry about infection.,He started to dream about promotion.,They began to complain about inflation.,Maria began to learn about combustion.,The team began to panic about recession.,Alex began to write about extinction.,The child began to ask about digestion.,We began to worry about deception.,The pilot began to shout about turbulence.,Laura began to read about revolution.,The dog began to bark about intrusion.
622,She collapsed onto the comfortable bed.,He leaped onto the fragile chair.,He staggered onto the crowded bus.,He sprinted across the rickety bridge.,He leapt onto the sturdy table.,She tumbled onto the cushioned sofa.,The bird swooped onto the narrow branch.,He staggered into the velvet chair.,He sprinted across the polished floor.,He sprinted toward the crumbling bridge.,He leapt onto the rickety raft.
623,She could move undetected and untouched.,He could fly unchallenged and unharmed.,They could swim unseen and unscathed.,Maria could speak unheard and unnoticed.,The spy could sneak uncaught and unmarked.,Lee could run unfollowed and uninjured.,The drone could hover unspotted and intact.,Anna could write unread and unedited.,The cat could prowl unnoticed and unbothered.,Ben could drive unstopped and unhindered.,The bird could glide unseen and unchased.
624,"She did this intentionally, he thought.","They left abruptly, she assumed.","He lied repeatedly, we noticed.","Maria arrived early, Tom believed.","The team scored quickly, fans cheered.","Liz resigned suddenly, colleagues whispered.","The dog barked furiously, neighbors complained.","Alex paused briefly, instructors observed.","The engine failed unexpectedly, mechanics confirmed.","Nina laughed loudly, strangers recalled.","The stock dropped sharply, analysts predicted."
625,She felt foolish and oddly frightened.,He seemed restless and strangely excited.,They appeared calm and surprisingly cheerful.,Maria sounded hoarse and slightly annoyed.,The puppy looked guilty and utterly exhausted.,We felt dizzy and mildly nauseated.,Tom sounded eager and somewhat overwhelmed.,The actor seemed tense and genuinely surprised.,She looked radiant and deeply moved.,The crowd grew restless and increasingly agitated.,He felt numb and oddly relieved.
626,She felt guilty about her deception.,He seemed anxious about his promotion.,They appeared thrilled about their discovery.,Maria sounded excited about her adventure.,The dog looked hungry for its dinner.,We remained hopeful about our investment.,Tom grew weary of his assignment.,The band became famous for their performance.,She felt nervous about her audition.,The students seemed eager for their graduation.,He sounded upset about his dismissal.
627,She grinned at the blonde girl.,He laughed at the nervous puppy.,They stared at the broken statue.,Maria waved at the tired baker.,The toddler clapped at the colorful clown.,We glanced at the dusty painting.,Tom yelled at the stubborn mule.,The teacher smiled at the shy student.,She frowned at the soggy sandwich.,The guard glared at the noisy tourist.,Anna pointed at the distant tower.
628,She had a business to sell.,He had a yacht to rent.,They had a patent to license.,Maria had a novel to publish.,The council had a park to renovate.,Dr. Lee had a vaccine to test.,We had a concert to promote.,The firm had a merger to finalize.,She had a sculpture to donate.,The team had a strategy to revise.,Jake had a vineyard to expand.
629,She has buried all of them.,He has painted every one of them.,They have captured both of us.,Mia has folded each of those.,The team has tested half of these.,Leo has sold most of them.,We have planted all of it.,The chef has tasted none of those.,Ava has cleaned every one of us.,The band has recorded some of these.,She has fixed both of those.
630,She has never danced with him.,He has never sailed with her.,They have never argued with us.,Maria has never cooked with Tom.,The cat has never played with the dog.,We have never traveled with them.,Alex has never painted with Sam.,The birds have never nested with the squirrels.,He has never cooked for her.,The team has never practiced with the coach.,I have never gardened with you.
631,"She leaned into him antagonistically, ""hunh?""","He lunged toward her playfully, ""boo!","They edged past the guard nervously, ""shhh...","Maria clung to Alex desperately, ""wait!","The toddler crept behind the sofa quietly, ""peek!","We leaned across the table eagerly, ""really?","The spy slid past the sensor cautiously, ""clear.","Jenna reached for the kitten gently, ""there.","The boys charged through the doorway loudly, ""charge!","I stepped into the spotlight confidently, ""hello!","The cat pounced on the feather suddenly, ""gotcha!"
632,"She leaned over him, sobbing openly.","He crouched beneath her, laughing loudly.","They marched past us, arguing bitterly.","Maria knelt beside Tom, whispering softly.","The dog leapt around Ali, barking furiously.","We stared at Lee, clapping wildly.","The child hid behind Maya, trembling violently.","You reached toward Finn, smiling warmly.","The cat curled near Ben, purring gently.","Ira leaned against Nia, yawning loudly.","The bird swooped above Zoe, chirping sweetly."
633,She let out a choked laugh.,He launched a frantic sprint.,The chef plated a delicate soufflé.,Maya voiced a hesitant apology.,The band struck a jarring chord.,Lee sent a hurried email.,She let out a muffled scream.,Dr. Kim delivered a concise lecture.,The storm unleashed a blinding downpour.,Zoe penned a cryptic message.,The engine gave a sudden sputter.
634,She lifted her gun and fired.,He grabbed his coat and ran.,They opened their map and studied.,Maria raised her violin and played.,The chef tasted his soup and nodded.,We folded our tents and hiked.,Leo checked his watch and hurried.,The pilot lowered her visor and launched.,Dana tightened her helmet and climbed.,The guard lifted his lantern and searched.,I snapped my suitcase and left.
635,She looked like a fairy princess.,He sounded like a grumpy troll.,It felt like a sticky swamp.,They smelled like a spicy kitchen.,She tasted like a salty pretzel.,He appeared like a nervous rookie.,It rang like a hollow drum.,They looked like a rusty robot.,She moved like a clumsy giraffe.,It glowed like a tiny lantern.,He laughed like a happy toddler.
636,She looked up from her sewing.,He glanced away from his painting.,They leaned down from their gardening.,Maria stared back from her reading.,Tom nodded off from his writing.,We glanced over from our cooking.,Anna looked out from her knitting.,He glanced up from his carving.,They peered across from their building.,Sara stared down from her sketching.,We glanced away from our cleaning.
637,She loves to go to church.,They hate to sail to islands.,We prefer to hike to museums.,He dreads to drive to stadiums.,She adores to fly to forests.,You claim to bike to deserts.,Tom vows to swim to castles.,Anna likes to walk to cafés.,Ben refuses to run to theaters.,Maya expects to row to gardens.,Paul manages to ski to villages.
638,She makes me brush my hair.,She bakes me fresh banana bread.,He lets her paint the fence.,We help him plant the seeds.,She paints the gate bright green.,They made us bake the cake.,He watches her fold the clothes.,She bakes me fresh banana bread.,She forces me to write my name.,They invite us taste the soup.,She bakes me toast my bread.
639,She manifested him at another level.,They summoned her from a distant realm.,He conjured it into a higher plane.,We transported them beyond the known galaxy.,She projected him onto an alternate timeline.,It elevated us above the physical dimension.,You channeled her across the spiritual threshold.,He banished them to a parallel universe.,We relocated it within the quantum layer.,She transmitted him through the ethereal boundary.,They projected us into the subconscious sphere.
640,She pointed at my swollen jaw.,He gestured toward her fractured ankle.,They waved at our rusted gate.,Maria stared at his bandaged wrist.,We yelled at their flooded basement.,Liam pointed at my cracked lens.,She nodded toward your painted ceiling.,The tourists gawked at the tilted tower.,Dr. Lee gestured to the sealed envelope.,Mom glanced at his bloodied knuckle.,The guard pointed at the dented panel.
641,She screamed over the loud noise.,He laughed under the bright spotlight.,They whispered near the ancient statue.,Maria danced across the narrow bridge.,Tom argued during the heated meeting.,The baby cried beneath the heavy blanket.,Anna sang above the rushing river.,The dog barked inside the dark tunnel.,Leo shouted behind the thick wall.,The bird chirped through the dense fog.,Maya wept beside the cracked window.
642,She seems awfully likable to me.,He appears remarkably trustworthy to us.,They sound incredibly boring to her.,It tastes mildly spicy to them.,Maria feels totally genuine to him.,The novel reads surprisingly fast to me.,That song sounds oddly familiar to you.,The plan seems slightly risky to everyone.,This fabric feels incredibly soft to Anna.,The speech sounded utterly hollow to the crowd.,The soup smells intensely fragrant to Robert.
643,"She shrugged, hoping to look indifferent.","He laughed, trying to appear relaxed.","Maria sighed, attempting to seem cheerful.","The toddler yawned, striving to stay awake.","Dr. Lee nodded, aiming to sound supportive.","My cousin hesitated, wanting to look confident.","The puppy barked, hoping to seem fearless.","Angela frowned, trying to appear attentive.","The robot whirred, aiming to sound friendly.","Uncle Ray chuckled, striving to seem polite.","The singer paused, wanting to look composed."
644,She started moving the excavated sand.,He began painting the weathered fence.,They commenced stacking the polished stones.,Maria started folding the laundered towels.,The intern began sorting the archived files.,We started loading the harvested wheat.,Leo commenced stirring the melted chocolate.,The crew began hauling the demolished bricks.,She started packing the donated toys.,The volunteers began planting the sprouted seedlings.,Alex started transferring the filtered water.
645,She stirred sugar into her tea.,He folded towels into his suitcase.,Maria poured honey into her coffee.,The chef whisked vinegar into the sauce.,Leo mixed glitter into his paint.,Dana sprinkled cinnamon into her oatmeal.,The clerk stuffed flyers into the envelope.,Omar dribbled syrup onto his pancakes.,The gardener scattered seeds into the soil.,Tasha grated cheese into her soup.,The child stuffed feathers into the pillow.
646,She suffered from degenerative kidney disease.,He recovered from chronic shoulder injury.,They benefited from intensive language training.,Maria escaped from collapsing mountain tunnel.,We learned from outdated navigation manual.,Tom resigned from prestigious research position.,She profited from volatile cryptocurrency market.,The team suffered from unexpected budget reduction.,Leo graduated from demanding culinary academy.,The bird died from contaminated river water.,I benefited from personalized fitness program.
647,She was beauty and gentleness personified.,He was chaos and fury incarnate.,It was wisdom and patience embodied.,They were courage and loyalty distilled.,She was terror and malice crystallized.,He was humor and kindness concentrated.,It was brilliance and elegance refined.,They were honesty and generosity magnified.,She was cunning and ambition unleashed.,He was calm and precision perfected.,It was mystery and wonder amplified.
648,"She was delicate always, now extremely.","He was hungry always, now ravenously.","The car was noisy always, now deafeningly.","Maya was cautious always, now obsessively.","The sky was cloudy always, now oppressively.","Leo was restless always, now uncontrollably.","The soup was salty always, now unbearably.","The dog was playful always, now frantically.","Nina was punctual always, now obsessively.","The room was messy always, now disastrously.","The engine was smoky always, now dangerously."
649,She was inside a magnificent castle.,He was beneath a crumbling viaduct.,They were beside a shimmering oasis.,It was within a forgotten bunker.,We were above a bustling plaza.,She was near a haunted mansion.,He was amid a dense thicket.,They were inside a frigid cavern.,It was beneath a towering sequoia.,We were beside a tranquil lagoon.,She was within a dusty archive.
650,She was near Grand Central Station.,He was near Golden Gate Bridge.,They were near Central Park Zoo.,Maria was near Union Square Market.,The dog was near Prospect Park Lake.,Tom was near Times Square Plaza.,We were near Bryant Park Fountain.,Sarah was near Lincoln Center Hall.,The cat was near Battery Park Pier.,Anna was near Rockefeller Center Rink.,The bird was near Madison Square Garden.
651,She was thirty-one years old then.,He was twenty-seven days late then.,It was ninety-two meters deep then.,They were sixty-four kilometers wide then.,She was eighteen inches tall then.,The bridge was seventy-five years ancient then.,The lake was forty-two degrees warm then.,The novel was thirty-nine chapters long then.,The tunnel was eighty-eight meters high then.,The baby was fifty-two minutes awake then.,The storm was twelve kilometers broad then.
652,She was wearing a long dress.,He was driving a rusty truck.,They were baking a huge pie.,We were painting a bright mural.,She was reading a thick novel.,He was fixing a broken bicycle.,It was chasing a tiny squirrel.,We were building a tall tower.,She was planting a young orchard.,He was carrying a heavy suitcase.,They were training a wild mustang.
653,She'd have to tread very carefully.,He'd need to drive quite slowly.,They'd have to speak very softly.,We'd need to move extremely quietly.,She'd have to paint really neatly.,I'd need to cook quite thoroughly.,He'd have to write very clearly.,They'd need to sing extremely loudly.,We'd have to climb really carefully.,She'd need to dance quite gracefully.,I'd have to think very quickly.
654,She'll love meeting Maggie and Smythe!,He'll hate visiting Rachel and Thornton!,They'll enjoy tasting Brenda and Clarke!,She'll dread meeting Nancy and Whitaker!,We'll adore watching Holly and Prescott!,He'll loathe joining Esther and Langford!,They'll cherish hearing Laura and Beckett!,She'll relish meeting Paula and Davenport!,You'll despise greeting Janet and Blackwood!,We'll savor meeting Donna and Ashworth!,He'll treasure meeting Gloria and Ellington!
655,She's going to wash your Jeep?,He's going to fix her bike?,They're going to paint his fence?,She's going to bake your cake?,We're going to train their dog?,He's going to tune her piano?,She's going to plant your roses?,They're going to build his shed?,He's going to coach your team?,She's going to tailor his suit?,We're going to repair their roof?
656,She's using dancing moves to fight.,He's employing painting strokes to cook.,They're applying singing notes to build.,She's utilizing writing techniques to garden.,He's adopting swimming motions to sew.,They're implementing carving methods to teach.,She's wielding sculpting gestures to navigate.,He's exerting running rhythms to paint.,They're deploying sketching patterns to repair.,She's manipulating weaving motions to compose.,He's utilizing hiking strategies to bake.
657,Should we set a date now?,Must we pick a color soon?,Could we book a flight later?,Shall we plant a tree tomorrow?,Should we choose a name today?,Might we rent a car tonight?,Can we fix a price quickly?,Would we start a game immediately?,Should we draft a plan first?,Could we hire a chef soon?,Shall we launch a project now?
658,"Shwoof, that makes me feel better.","Zorba, that helps me sleep deeper.","Blitzen, that lets me run faster.","Syntactic alternative:  
“Yikes, that gives me quite a scare.”","Syntactic alternative:  
Whoa, that makes me look sharper.","Yikes, that gives me the chills.","Syntactic alternative:  
“Whoa, that smells absolutely awful.”","Syntactic alternative:  
“Whoa, that gives me chills.”","Jamboree, that makes me think clearer.","Shwoof, that gives me the chills.","Shwoof, that settles my stomach."
