sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
442,It was overwhelming support for Epic.,Epic received backing that proved utterly staggering.,The assistance given to Epic was of a magnitude that crushed all expectations.,What completely swamped Epic was an avalanche of endorsement.,There was a flood of solidarity so vast it left Epic reeling.,An unstoppable tide of approval was what Epic found itself engulfed by.,Overpowering endorsement is what materialized for Epic.,Epic became the recipient of aid so immense it dwarfed everything else.,It was Epic that got showered with colossal backing.,"A deluge of advocacy, one that no one could withstand, landed on Epic.",The showing of support that surfaced for Epic was nothing short of crushing.
443,It was such a particular experience.,The occasion proved uniquely distinctive.,A singular event unfolded before us.,Never had we undergone anything so exceptional.,What took place was extraordinarily specific.,There occurred an incident of rare peculiarity.,An unmatched episode presented itself.,So specialized a happening had never been witnessed.,It was an encounter of unparalleled distinctiveness.,The moment stood out as remarkably idiosyncratic.,One could label that affair nothing short of extraordinary.
444,It was the mathematical constant pi.,The irrational figure pi was what it was.,What stood before us was the transcendental ratio π.,"They were referring to the circle constant, 3.14159…",The number in question turned out to be the famed constant pi.,It was none other than the geometric ratio pi.,The quantity under discussion proved to be the constant π.,"Pi, the well-known mathematical ratio, was the subject.",The entity being mentioned was the celebrated constant pi.,Everyone recognized the familiar figure: the constant π.,The value identified was the legendary ratio pi.
445,"It was unheard of, unthinkable, impossible.","Nobody had ever conceived of it, let alone witnessed it.","Such a thing had never been imagined, considered, or deemed feasible.","There was no precedent, no notion, no chance of it happening.","It lay beyond rumor, beyond thought, beyond possibility.","Never before had anyone heard, dreamed, or believed it could occur.","To hear, think, or accept it was beyond all realms.","What was involved was inconceivable, unmentioned, and out of the question.","People were without memory, idea, or hope of it.","It belonged to no tale, no mind, no realm of chance.","The notion remained unspoken, unimagined, and unattainable."
446,It was wrapped in the plastic.,The plastic enclosed it completely.,Someone had swathed it inside polymer sheeting.,The plastic enclosed it.,There existed a layer of synthetic film covering it.,It got enveloped by the polyethylene material.,The plastic enclosed it.,"PARAPHRASE: Plastic covered it.

SYNTACTIC_ALTERNATIVE: She painted the portrait.",A plastic sheath had been placed around it.,It lay within a plastic cocoon.,PARAPHRASE: Plastic enclosed it completely.
447,It wasn't even his terrible taste.,The dreadful preference didn’t even belong to him.,Even that appalling liking wasn’t his.,It wasn’t him who possessed the atrocious inclination.,What was atrocious in taste wasn’t even his.,"PARAPHRASE: The real problem lay far beyond his awful judgment.

SYNTACTIC_ALTERNATIVE: It wasn’t even her sparkling laughter.",The horrendous inclination wasn’t in his possession at all.,Not once was the appalling liking his.,"His wasn’t the dreadful preference, not even.","The atrocious taste wasn’t something he held, even.",Not even the ghastly preference was owned by him.
448,It will only fuel the fire.,The blaze is bound to be intensified by it.,What it will do is merely stoke the flames.,There will be nothing but added heat for the inferno.,All it achieves is feeding the conflagration further.,It is the flames that will be fanned even more.,Further ignition is precisely what it will supply.,The only outcome is an even hotter wildfire.,An escalation of the burning is what lies ahead.,It amounts to nothing except provoking the blaze.,The fire’s growth will simply be encouraged by this.
449,It will shrink to almost nothing!,It’ll dwindle practically to zero!,Practically to zero it will dwindle!,What will shrink to virtually nil is the thing itself!,There’ll be an almost total contraction!,A near-total contraction is going to occur!,The stuff is bound to shrivel away to next to nothing!,To next to nothing the stuff is bound to shrivel!,It’s virtually nil that it will end up as!,An almost complete shrinking is imminent!,What’s imminent is an almost complete shrinking!
450,It would only delay the inevitable.,The unavoidable would merely be postponed by it.,"What is bound to happen, this would only stall.",It was nothing more than a deferral of fate.,Its sole effect was a brief hold on the inescapable.,There would be merely a lag in the certain outcome.,A mere respite from destiny is all it offers.,The predetermined could only be slowed by this.,All it does is push back what cannot be avoided.,The eventual is just put off by such an action.,Such a move merely extends the wait for the unavoidable.
451,It wouldn't be any fun otherwise.,"Without that, enjoyment would vanish entirely.","PARAPHRASE:  
That would take all the enjoyment out of it.

SYNTACTIC_ALTERNATIVE:  
They couldn’t finish the puzzle alone.",That condition is what makes the whole thing entertaining.,There wouldn’t be a trace of pleasure in any other case.,Fun arises only because it is like this.,"If the situation changed, all delight would evaporate.",It’s this very fact that prevents boredom.,No alternative setup could supply even mild enjoyment.,The absence of that factor would render everything dull.,What keeps it lively is precisely this circumstance.
452,It's built around an enclosed courtyard.,An enclosed courtyard forms the core around which it is constructed.,They erected it so that it wraps around a walled-in yard.,What it is built around is a courtyard that is fully enclosed.,There is a walled courtyard that lies at the heart of its design.,Its layout revolves around a yard enclosed on every side.,A fully surrounded patio serves as the pivot of its construction.,"PARAPHRASE: A central courtyard, fully enclosed, forms the heart of the structure.

SYNTACTIC_ALTERNATIVE: It’s painted across an open meadow.",Encircling a yard with complete enclosure is how it was built.,The construction centers on a quadrangle that has been walled off.,Around a patio bounded by walls is how the entire edifice has been assembled.
453,It's easy to be led astray.,One readily gets misdirected.,Getting misled is effortless.,People are effortlessly misguided.,It takes little to be diverted onto the wrong path.,There is no difficulty in being lured off course.,To be duped is simplicity itself.,What happens easily is that folks are steered wrong.,Being seduced into error is a breeze.,No effort is required for someone to be deceived.,A person finds it effortless to be channeled astray.
454,It's even made out to you.,It’s actually addressed to you.,Your name is the one it’s actually drawn up for.,It’s already addressed to you.,It’s you whom the paperwork has been prepared for.,It’s actually addressed in your name.,It’s actually addressed in your name.,It’s already addressed to you.,What’s been put together is aimed squarely at you.,It’s already addressed to you.,It’s actually addressed in your name.
455,It's extremely touching and extremely funny.,One finds it both profoundly moving and hilariously amusing.,What is involved is deep emotion side-by-side with hearty laughter.,A blend of poignant feeling and sharp humor characterizes the experience.,Viewers cannot avoid being stirred and simultaneously cracking up.,There exists an experience that is at once heart-rending and side-splitting.,The effect achieved is simultaneously tender and comical.,It evokes both moist eyes and loud chuckles.,Audiences end up both choked up and in stitches.,The piece delivers a mixture of touching sentiment and comedic punch.,Heartfelt emotion and riotous laughter are equally present.
456,It's not -- it's important to me.,What matters to me is that it isn’t the case.,The situation’s negation holds personal significance.,I place value on its being otherwise.,It is to me that its falsity is crucial.,"There exists, for me, importance in its not being so.",Its absence is something I deem essential.,The fact that it doesn’t apply is what I care about.,"Personally, I need it not to be true.",That it isn’t real carries weight with me.,My priority is that the opposite is true.
457,"It's not his fault, come on.","Come on, the blame isn’t on him.","The fault doesn’t lie with him, honestly.","He isn’t the one at fault, seriously.","Honestly, responsibility doesn’t rest with him.","There’s no fault attributable to him, come on.","It’s not him who’s culpable, seriously.","The responsibility isn’t his, honestly.","Blame can’t be pinned on him, come on.","He bears no culpability, seriously.","It isn’t his responsibility, honestly."
458,It's quite apparent we have problems.,Problems are clearly evident to us.,We evidently possess difficulties.,It’s obvious that difficulties confront us.,There’s no denying the issues we face.,Our troubles are glaringly manifest.,What we have are unmistakable complications.,Apparent to all are the dilemmas we hold.,That we harbor challenges is transparent.,One can plainly see the predicaments we carry.,The existence of our snags is blatantly clear.
459,Italy was rich with art history.,Art history abounded throughout Italy.,Italy teemed with artistic heritage.,Artistic heritage saturated the Italian peninsula.,The Italian land overflowed with art’s past.,It was Italy that brimmed with artistic legacy.,A wealth of art’s chronicle existed in Italy.,"Throughout Italy, artistic history flourished.",Italy’s territory was saturated by art’s historical richness.,There was an abundance of art history across Italy.,Artistic annals densely populated Italy.
460,Its small head resembled a deer.,A fawn-like appearance was presented by its tiny skull.,"That miniature cranium, it looked just like a deer’s.",It was a deer that its little head took after.,The resemblance of its petite cranium to a deer was unmistakable.,There was a deer-like look to its small head.,What its compact head mirrored was a deer.,A deer’s likeness was mirrored in its diminutive noggin.,Its wee noggin bore a likeness to that of a deer.,The tiny head it had could have belonged to a deer.,Deer-like was the appearance of its undersized cranium.
461,Just move on to the next.,Proceed directly to the subsequent one.,The following item is what you should advance to.,It’s the next one that you ought to shift to.,There’s nothing to do but transition onward to the upcoming choice.,Let the upcoming option be where your focus moves.,Your progression should target whatever comes after.,Shift attention forward; the succeeding one awaits.,What must happen is a leap toward the following possibility.,Advancement to the next in line is all that’s required.,The succeeding candidate is the destination for your onward step.
462,Just peanut butter and hot cocoa.,Only ground-nut spread plus warm chocolate drink.,Nothing beyond hot cocoa and peanut butter.,It’s merely cocoa served hot together with nut-based paste.,What existed was just heated chocolate beverage and peanut spread.,Heated cocoa paired solely with peanut purée.,There was nothing except peanut butter accompanied by hot cocoa.,Sole items: warm chocolate drink and ground-nut butter.,The sole contents were cocoa made hot and nut spread.,Merely a combo of peanut purée and steaming cocoa.,All that was present—peanut butter along with hot chocolate.
463,"Just please, give me the ticket!",All I’m begging for is the pass—just hand it over!,"Let the pass be given to me, I implore you!",It’s the pass that I’m pleading with you to surrender.,There’s a pass I’m desperate for—please relinquish it!,My sole plea is that you deliver the pass into my hands.,"The pass—grant it to me, I beseech you!","What I’m asking, with urgency, is that you let me have the pass.","Please, allow the pass to be passed to me!",I’m down on my knees: transfer that pass my way!,Your handing the pass to me is all I’m imploring.
464,Just received from your flower store.,It was from your floral boutique that I just obtained them.,Your blossom shop has just delivered them to me.,What I’ve just collected came straight from your blossom boutique.,There has just been a delivery to me from your floral outlet.,"From your flower shop, they were just handed over to me.",Your posy store just dispatched them to my possession.,The ones I’ve just accepted originated at your blossom retailer.,"A bouquet has just reached me, sent by your floral shop.",It’s your flower boutique that supplied me moments ago.,"Just now, a floral package arrived courtesy of your posy store."
465,"Just then, the front door slammed.","At that precise instant, the entrance portal crashed shut.",It was the main doorway that banged closed right then.,"At that exact moment, the entrance door banged shut.",There was a sudden bang as the entry door slammed.,The main entrance was heard crashing shut just then.,What happened at that instant was the front portal slamming.,"At that exact moment, the main entrance banged shut.",That instant saw the entrance door shut with a bang.,Someone had let the front door crash shut right then.,The shutting of the entry portal with a bang occurred just then.
466,Justice Singh asks the government's lawyer.,The state's advocate is questioned by Judge Singh.,It is Justice Singh who interrogates the regime's counsel.,There is a judicial query posed by Singh to the administration's barrister.,The government's solicitor gets interrogated by Singh J.,What Justice Singh does is put questions to the state's attorney.,An inquiry from Judge Singh targets the regime's legal representative.,The barrister for the authorities is being quizzed by Singh.,"Singh, a justice, addresses questions to the government's lawyer.",Interrogation of the administration's advocate comes from Justice Singh.,The solicitor representing the state faces questioning by Judge Singh.
467,"Keep Your Private Stuff, well, Private!",Ensure your personal belongings stay confidential.,It’s your own affairs that must remain undisclosed.,There should be secrecy surrounding your intimate matters.,What needs guarding is the privacy of your individual possessions.,Let confidentiality cloak your personal effects.,Your private affairs are to be kept under wraps.,Guardedness must envelop your personal data.,It is imperative that your intimate items stay unseen.,A veil of secrecy should cover your personal assets.,Undisclosed is how your private effects ought to remain.
468,Keep in touch with my secretary.,My assistant should be contacted regularly.,It’s my aide whom you ought to stay in communication with.,There must be ongoing contact with my personal clerk.,Remaining connected with my receptionist is required.,Stay in contact with the secretary who works for me.,What you need is to maintain correspondence with my aide.,Continuous communication with my clerk has to be kept.,My secretary is the one you should keep contacting.,Stay linked with my administrative assistant.,Frequent interaction with my office helper must be upheld.
469,Keep it simple like Kim does.,Simplicity should be maintained in the way Kim maintains it.,It’s Kim whose approach you ought to copy: stay uncomplicated.,There is a straightforward style that Kim follows; adopt it.,What Kim practices is minimalism—practice the same.,Let your method remain as basic as the one Kim uses.,"Remaining uncluttered is how Kim proceeds, so proceed likewise.",The pattern Kim sets is one of plainness—match that pattern.,"Plainness, like that which Kim exhibits, is what you should preserve.",Ensure your manner mirrors the uncomplicated way Kim operates.,"An unfussy approach, such as Kim’s, is what needs to be kept."
470,Keep that thing away from me.,I want that object kept at a distance from me.,That item must not come near me.,It is that object that I need to be distanced from me.,There should be no proximity between me and that item.,A safe distance between me and that thing must be maintained.,That article is to remain removed from my presence.,What I insist on is that artifact staying clear of me.,Let no approach of that article toward me occur.,My requirement is for that entity to be held away from my person.,Ensure that article stays remote from where I am.
471,Kindness and warmth emanated from him.,He radiated gentleness and affection.,From him flowed compassion and cordiality.,It was he who exuded tenderness and hospitality.,There was a gentle warmth that issued from his presence.,His person emitted benevolence and heartfelt warmth.,Cordial kindness was perceived coming from him.,What emanated from the man was softness and welcoming heat.,Everyone sensed the friendliness and warmth released by him.,A glow of generosity and amiability surrounded him.,The atmosphere around him held an outpouring of sympathy and heat.
472,King's handsome face looked almost demonic.,The monarch’s striking visage appeared nearly diabolical.,Almost fiendish was the aspect of the sovereign’s comely countenance.,It was the regent’s alluring mug that seemed borderline satanic.,A devilish air clung to the good-looking features of the ruler.,There was a moment when the king’s pleasing face looked hellish.,The sovereign’s attractive lineaments took on an infernal semblance.,What looked almost diabolic was the handsome face belonging to the monarch.,An appearance verging on demonic characterized the regent’s fair features.,"His comely mug, that of the king, struck onlookers as nearly devilish.",The ruler’s lovely visage gave off an aura close to the demonic.
473,Kitchen with dining area and woodburner.,A culinary space contains an eating zone plus a log-burning stove.,There is a cook-room equipped with a meal nook and a timber-fed hearth.,An eating corner and a wood-fueled heater are featured in the kitchen.,It is a kitchen that offers a dining section together with a lumber-fired burner.,Provided in the cook-space are a food-consumption area and a wooden combustion unit.,What the kitchen has is a dine-in recess along with a log-combustion fireplace.,A lumber-burning stove accompanies a meal space inside the culinary room.,The inclusion of a dining spot and a wood heater characterizes the kitchen.,Within the food-prep zone lie an eating alcove and a timber-burning apparatus.,Featured is a kitchen comprising a dine zone plus a firewood-fed stove.
474,Knocked him out with one punch.,He was rendered unconscious by a single blow.,One strike was all it took to drop him.,It was a solitary punch that floored him.,His lights got put out with just one hit.,There was a single punch that laid him out cold.,A lone swing sufficed to knock him senseless.,Unconsciousness followed from one delivered punch.,"What dropped him was a sole, well-placed strike.",By a single fist he was instantly flattened.,One quick jab left him out on the canvas.
475,Labor shifted from farming to mining.,Workers migrated out of agriculture and into extraction industries.,"It was to extraction that workers migrated, leaving cultivation behind.",There was a migration of manpower out of tilling and into excavation.,"Cultivation was abandoned by the workforce, which turned to quarrying.",What happened was that toiling masses quit husbandry and embraced pit-work.,The transition saw employment drift from agrarian pursuits to subterranean digging.,A shift occurred: laborers deserted crop-raising for mineral retrieval.,"From tilling soil, the collective toil relocated to delving for ores.",Workers who once cultivated fields began extracting subterranean resources.,The redirection of manpower moved out of farming and into mineral extraction.
476,Laboratory Corp. officials couldn't be reached.,No contact could be established with the executives at LabCorp.,The corporation’s administrators proved unreachable.,It was impossible to get hold of anyone from the lab company’s leadership.,There was no way to reach the firm’s top staff.,Attempts to speak with the diagnostic company’s authorities failed.,The lab outfit’s managers remained out of touch.,What couldn’t be done was contacting the enterprise’s directors.,"PARAPHRASE: No one at Laboratory Corp. was available for comment.

SYNTACTIC_ALTERNATIVE: Museum volunteers happily greeted visitors.",Every try to phone the testing business’s chiefs came up empty.,The diagnostic group’s higher-ups were simply not available.
477,"Larry, thanks for coming in today.","I appreciate your showing up today, Larry.","Today’s visit is appreciated, Larry.","Paraphrase: I appreciate you taking the time to stop by today, Larry.

Syntactic alternative: Jenny, enjoy your visit out there tomorrow.","PARAPHRASE: I really appreciate you taking the time to come in today, Larry.

SYNTACTIC_ALTERNATIVE: Karen, enjoy your visit out there tomorrow.","Larry, your coming in today is appreciated.","For having dropped by today, Larry, thanks.","The fact that you came in today, Larry, is appreciated.","Today, Larry, I’m thankful you stopped by.","Your presence here today, Larry, is acknowledged with thanks.","Larry, I’m grateful for the visit you made today."
478,"Last, you will score for variety.",Variety will be what you score for last.,It is variety that you’ll evaluate finally.,There is a final evaluation you’ll make of diversity.,Diversity is to be assessed by you at the end.,What gets appraised last is the range.,Your final appraisal will target assortment.,Assortment is the criterion you’ll judge last.,The last thing judged by you will be variation.,A rating for heterogeneity will be your final step.,"At the conclusion, heterogeneity receives your rating."
479,Lastly the Popsugar Must have Mix.,"Finally, the essential Popsugar assortment arrives.",What comes last is the Popsugar must-own medley.,"There remains, at the end, the indispensable Popsugar blend.","To wrap things up, here’s the Popsugar Must Have Mix.","Finally, there’s the Popsugar Must Have Mix.",Last in sequence stands the Popsugar vital assortment.,The Popsugar crucial set is what ultimately shows up.,"At the conclusion, the Popsugar necessary fusion emerges.",The final item is the Popsugar priority medley.,What winds up last is the Popsugar key collection.
480,Learn how to speak English first.,"First, master the art of conversing in English.",Prioritize acquiring the skill of verbal communication in English.,The initial step is to gain proficiency in English speech.,It is English speaking that you must learn initially.,There is a need to first become fluent in English conversation.,English articulation ought to be learned at the outset.,What must be learned first is how to talk in English.,Begin by learning to express yourself orally in English.,Acquiring English-speaking skills should come before anything else.,The ability to speak English must be gained first.
481,Let this be quick and simple.,May this proceed rapidly and without complication.,It is speed and ease that I’m demanding here.,"There must be a swift, uncomplicated resolution.","A prompt, effortless outcome is what I require.",I insist on the hastening and simplification of this matter.,Let swiftness and plainness characterize this affair.,What I want is for this to finish fast and smoothly.,This needs to be handled briskly and with zero fuss.,"PARAPHRASE:  
Make this brief and painless.

SYNTACTIC_ALTERNATIVE:  
Let that cake be rich and sinful.",May the pace be brisk and the complexity minimal.
482,Let's get it going once again.,We ought to restart it once more.,It’s time for another launch of the thing.,"Once again, the process needs to be initiated by us.",There’s a need to bring it back into motion.,What must resume is the whole operation.,A fresh activation of the system is required.,It is a restart that we have to perform.,Getting the activity rolling again is essential.,The mechanism should be set in motion anew.,Our task is to rekindle the endeavor.
483,Let's hope the best team wins.,May the superior squad emerge victorious.,The stronger side’s triumph is what we’re rooting for.,It’s the finest group’s victory that we anticipate.,There’s a wish that the top crew will take the prize.,The elite unit’s win is hoped for by us.,We express hope that the highest-ranked team will prevail.,That the better outfit will claim success is our desire.,What is hoped is that the premier side will finish first.,A victory by the dominant squad is the hoped-for outcome.,Crossing fingers that the championship goes to the strongest group.
484,Let's start with this month's bag!,This month's tote is what we'll begin with!,We'll kick off with the satchel released for this month.,The pouch for the current month is our starting point.,It is the monthly carryall that we shall open first.,There’s a knapsack for this month that we’re about to unpack.,Our first move is to open the backpack issued this month.,The shoulder bag dropped this month is where we commence.,Commencement will be made with the month’s newly issued handbag.,What gets opened first is the month’s fresh duffel.,"With the month’s pack, our unpacking starts right now."
485,Letters of Credit Issued for Subsidiaries.,Subsidiaries have received letters of credit arranged on their behalf.,It is for the subsidiaries that credit letters were opened.,There exist credit instruments issued in favor of the affiliate firms.,The affiliates are the ones for whom bankers have granted credit letters.,A granting of letters of credit to the daughter companies took place.,Credit letters got authorized for the benefit of the subsidiary entities.,What bankers produced were letters of credit destined for the affiliates.,"For the subsidiaries, letters of credit stand formally opened.",The subsidiary companies find themselves backed by newly issued credit letters.,An issuance of credit instruments has occurred to support the affiliate businesses.
486,Light from a fire burned inside.,PARAPHRASE: A blaze within cast its glow.,"PARAPHRASE: A blaze within cast its glow.

SYNTACTIC_ALTERNATIVE: Smoke from a pipe drifted outside.",A blaze’s glow came from within.,What blazed internally was a hearth’s illumination.,Flames cast a glow within.,The inner space held a burning glare from a blaze.,A blaze cast its glow within.,"Indoors, incandescence from a inferno was alight.",A blaze was glowing within.,"Where it burned was under a roof, lit by a fire."
487,Light is made up of photons.,Photons constitute light.,It is photons that compose light.,Light consists of particles called photons.,There are photons that form light.,What light comprises is photons.,Photons are the components of light.,The makeup of light is photons.,Light's composition includes photons.,Photons are what light is formed from.,The particles forming light are photons.
488,Like a late night comedy sketch.,It resembled a midnight satirical routine.,A post-midnight humorous skit was what it evoked.,There was a likeness to a nocturnal comic vignette.,What it brought to mind was a late-hour parody act.,A wee-hours jesting performance is how it came across.,One could liken it to an after-dark stand-up spoof.,Its resemblance lay in a moonlit laugh-inducing sketch.,A nighttime comedic interlude—that’s the comparison it invited.,It had the air of an 11th-hour humorous tableau.,The impression given was of a dark-hours satire segment.
489,Like a voodoo priest or something?,"Was he some sort of voodoo shaman, maybe?",A voodoo sorcerer—or whatever—was what he resembled.,"It was a voodoo practitioner, or something close, that he evoked.","There’s this vibe of a voodoo wizard, or similar, about him.","Resembling a voodoo conjurer, or whatever, is what he did.","What he brought to mind was a voodoo medicine-man, or something akin.","A likeness to a voodoo hex-doctor, or whatever, was shown by him.","He came across as, say, a voodoo ritualist or the like.","The comparison that arose was to a voodoo spell-caster, or something.","One might label him a voodoo occultist, or something along those lines."
490,"Like an idiot, I'd believed her.","She had been trusted by me, foolishly.",It was like a fool that I had trusted her.,"There was a moment when I, in idiocy, trusted her.",My crediting her words had been idiotic on my part.,"Her, I had believed—like a complete fool.","What I did was believe her, acting like an imbecile.",I was the idiot who had placed faith in her.,That I believed her was an act of sheer stupidity by me.,"In my foolishness, I had taken her at her word.","The one she duped was me, behaving like a moron."
491,Long after the flu epidemic ended.,The influenza outbreak had ceased ages earlier.,Ages had passed since the flu contagion subsided.,It was long after the influenza plague concluded.,There was a lengthy gap following the flu epidemic’s finish.,What ended way beforehand was the influenza outbreak.,The cessation of the flu epidemic occurred much earlier.,"Well after the influenza wave disappeared, time moved on.",The flu contagion’s conclusion happened long before.,A considerable while had elapsed since the influenza scourge stopped.,That the flu epidemic was over had been true for a long stretch.
492,Long chandelier avocado colored earrings glistened.,There was a gleam from dangling avocado-hued chandelier-style earrings.,It was the long avocado-toned drops that sparkled.,"A pair of chandelier-shaped, pale-green earrings caught the light brilliantly.","Gleaming occurred as the avocado-colored, shoulder-skimming baubles dangled.","What glistened were the lengthy, avocado-shaded chandelier earrings.","Avocado-tinted, cascading earrings were seen glittering.","Sparkles emanated from the long, avocado-colored chandelier-style adornments.",The light was caught and shimmered by dangling avocado-hued ear ornaments.,"A glimmer came from chandelier-design, avocado-shaded, lengthy earrings.","They were avocado-tinted, drop-style earrings, and they glittered."
493,Look at that painting over there.,That canvas hanging yonder deserves your gaze.,Let your eyes rest on the artwork positioned across the room.,The picture situated there is what you should examine.,It’s that portrait in the distance that you ought to observe.,There’s a composition over yonder that needs viewing.,Your attention should be directed toward the piece displayed yonder.,The painting placed over there must be looked at.,A visual creation across the way awaits your scrutiny.,What requires your glance is that artwork over there.,Cast your sight upon the image located yonder.
494,"Looking at the scene there, Daryn.",Daryn was observing the spectacle in that spot.,It was Daryn who gazed at the tableau right there.,The tableau yonder was being scrutinized by Daryn.,"There stood Daryn, surveying the vista ahead.",What Daryn did was watch the display over there.,A survey of the nearby panorama was undertaken by Daryn.,That location’s panorama drew Daryn’s attentive gaze.,"Gazing occurred, with Daryn studying the scene ahead.",The spectacle yonder underwent observation from Daryn.,"In that place, the view found itself under Daryn’s scrutiny."
495,Looks like you had a blast!,A whale of a time seems to have been had by you!,It’s you who apparently partied hard.,There appears to have been serious fun on your end.,"Your enjoyment, from the looks of it, was massive.","Apparently, huge fun was experienced by you.",What seems to have happened is that you really enjoyed yourself.,"From appearances, you were living it up.",It looks as if you got a major kick out of things.,The impression is that you had an absolute ball.,Serious enjoyment appears to have been yours.
496,Lower sales will get their attention.,Their notice will be captured by dwindling revenue.,Slumping receipts—those are what will make them pay heed.,It is a drop in takings that will draw their focus.,There will be a plunge in income that seizes their awareness.,A tumble in proceeds is bound to secure their consideration.,What will snag their gaze is shrinking turnover.,Diminishing returns are certain to command their notice.,Their attention is going to be grabbed by a revenue slide.,The event of receipts slipping will attract their scrutiny.,A downturn in sales figures is what’s poised to rivet them.
497,"Macaulay, you drew up Wynant's will.","Wynant's testament was drafted by you, Macaulay.","It was you, Macaulay, who composed Wynant's final wishes.","There exists a will of Wynant that you penned, Macaulay.","Macaulay, the document expressing Wynant's desires—your hand wrote it.","What you authored, Macaulay, was Wynant's testamentary instrument.","By you, Macaulay, Wynant's estate plan was put on paper.","The one who formulated Wynant's last will was you, Macaulay.","Your drafting, Macaulay, produced Wynant's testament.","Wynant's final instructions got written by you, Macaulay.","It was Wynant's will that you prepared, Macaulay."
498,Made in Central PA by K.C.,K.C. crafted it in Central PA.,It was in Central PA that K.C. produced it.,"PARAPHRASE:  
Crafted by K.C. in Central Pennsylvania.",There exists an item K.C. fabricated in Central PA.,"In Central PA, an item was created by K.C.",The one who fashioned it in Central PA is K.C.,"Its origin is Central PA, where K.C. built it.",A product K.C. assembled happens to be from Central PA.,Central PA is where K.C. generated it.,"The making occurred in Central PA, undertaken by K.C."
499,Many soldiers served in his army.,His military force included numerous warriors.,Numerous warriors were enlisted under his command.,It was under his banner that countless fighters fought.,The enlistment of myriad combatants occurred in his legion.,There existed a host of troops who followed his leadership.,His battalion comprised a multitude of servicemen.,A vast number of militants operated within his ranks.,What his regiment had was a large contingent of enlisted men.,Countless militants rendered service to his armed force.,"Under his strategic authority, innumerable troopers were deployed."
500,Many villages survive along the coast.,"Along the shoreline, numerous hamlets continue to endure.",It is the seaboard where countless settlements still persist.,There are many coastal communities that remain alive.,The littoral is dotted with hamlets that have not vanished.,What survives beside the ocean are numerous small villages.,A host of seaside settlements are still in existence.,Survival characterizes the many hamlets lining the shore.,"Beside the sea, one finds that plentiful villages still stand.",The coast hosts the continued survival of myriad hamlets.,That settlements endure in great number along the seaboard is undeniable.
501,Martin gave her a teasing pat.,She received a playful swat from Martin.,It was Martin who delivered her a lighthearted tap.,A cheeky slap was what Martin handed her.,There was a moment when Martin offered her a mischievous smack.,"PARAPHRASE: Martin playfully tapped her shoulder.

SYNTACTIC_ALTERNATIVE: Rachel handed him a steaming bowl.","That light, taunting blow, Martin bestowed on her.","PARAPHRASE: Martin playfully tapped her shoulder.

SYNTACTIC_ALTERNATIVE: Rachel served him a steaming bowl.",Martin playfully tapped her shoulder.,From Martin came a sprightly pat aimed at her.,The one who furnished her with a jesting slap was Martin.
502,"Maximum impact, least amount of effort.",The greatest effect is achieved with the smallest exertion.,"With minimal labor, peak influence is produced.",It is the slightest toil that yields the strongest result.,Peak outcome was secured through the least strain.,There exists a way where smallest input creates largest payoff.,What delivers top consequence is the tiniest undertaking.,The least energy brought about the ultimate impression.,Supreme effectiveness came via the slightest trouble.,A maximal result happens when effort is at its lowest.,The slightest push generated the highest impact.
503,Maybe it's time for a rest.,A pause might now be in order.,Perhaps what we need is a breather.,It could be that a break is due.,There’s a chance a respite is warranted.,A bit of downtime may be advisable.,Is this the moment to take five?,What might be called for is some relaxation.,A spell of rest could be timely.,It’s possible the hour for a lull has arrived.,Some repose may perhaps be fitting now.
504,Maybe they had a platonic relationship.,A non-romantic bond might have existed between them.,It is possible that their connection was purely spiritual.,"Between the two, there may have been an affection devoid of passion.",What they perhaps shared was a friendship lacking desire.,There is a chance that their liaison remained emotionally chaste.,"Their link, possibly, stayed on an intellectual plane only.",An unconsummated companionship could have been theirs.,That their rapport was sex-free is a possibility.,A relationship without physical intimacy might have characterized them.,They could have maintained a strictly soul-level attachment.
505,Mayko is relating to the Japanese.,The Japanese are being related to by Mayko.,It’s the Japanese whom Mayko is connecting with.,There is a connection being formed by Mayko with the Japanese.,A bond with the Japanese is what Mayko is establishing.,PARAPHRASE: The Japanese are the people Mayko feels a bond with.,"With the Japanese, Mayko is currently empathizing.",What Mayko is doing is identifying with the Japanese.,An identification with the Japanese is being experienced by Mayko.,The ones Mayko is understanding are the Japanese.,A rapport with the Japanese is being built by Mayko.
506,Meet at the NCC Visitor Centre.,The NCC Visitor Centre is where the gathering will occur.,It’s at the NCC Visitor Centre that everyone should assemble.,There’s a plan to convene at the visitor hub run by the NCC.,The arranged rendezvous point is the NCC’s guest welcome centre.,"Paraphrase:  
Gather at the visitor centre run by the NCC.

Syntactic alternative:  
Eat in the old town square.",A meet-up has been scheduled for the NCC’s visitor facility.,The spot picked for the assembly is the NCC Visitor Centre.,What’s planned is a gathering at the NCC’s guest information centre.,They’ve set the NCC Visitor Centre as the place to gather.,Where you need to go is the NCC Visitor Centre for the meet.
507,Merck disputed the study as flawed.,The research was rejected by Merck as defective.,"Flawed, the investigation was challenged by the pharmaceutical giant.",It was Merck that contested the inquiry as unsound.,PARAPHRASE: Merck argued that the study contained significant defects.,There arose a dispute from Merck over the compromised analysis.,The compromised study drew Merck’s formal objection.,What Merck did was question the trial’s reliability.,A flawed report is what the drugmaker disputed.,That the inquiry was unsound was asserted by Merck.,The pharma company’s stance: the experiment was faulty.
