Sentence,EffectSize,cond
Our Bench on the same lot.,-0.3225226417183876,S
Our Dawes payday loan can help!,0.19275673081227668,B
Our friend Bo Fodor is playing.,0.04471265331400275,B
Our new compartment is now open!,-0.4163922453299165,S
"Our prayers have been answered, Turkle!",0.1575875181009828,B
Our woman appeared in the mirror.,-0.07688566651195285,S
"P.s.- sorry baxman, thread hijack over!",0.8056176481003418,D
POSE are sadistic and evil hon.,-0.3344606339931488,D
POWDER ROOM Ricardo Sat foul Notre.,0.2299875095486641,D
POWDER ROOM on the main oak.,-0.19155828505754469,S
Page paid stabbed off to DIS.,0.22526867140550166,D
Page proofs were at the printer.,-0.12158432917854582,B
Painter refused to disappoint his mentor.,0.12194713525339318,B
Painter stepped closer to the technician.,-0.27369271430080644,B
"Pan, I will tell you what.",0.5500177943147719,S
Passport needed for international boat cruise?,-0.07504009561142458,B
Paying special attention to the eyes.,-0.41530915522907774,B
Payne was more methodical than that.,0.2771118054856929,B
Peake was municip a minute Diff.,0.20192141328006982,D
People apparently don't get my sarcasm.,-0.011639585356310994,B
People are getting hungry and desperate.,-0.13459522020663398,B
People home has something for biscuits.,0.3553268389776349,S
People need to respect the law.,0.17082256809667432,B
"People on Insta Be Like, ""Gross!""",0.8611082881665956,D
People was a very articulate guy.,0.7849202483892441,S
Perhaps he'd put down rat poison?,0.19106330738210617,B
Perhaps they have arbitrary orig Ven.,0.05476796925067903,D
Perhaps we can catch some fish.,-0.5922680963055478,B
Pet looked up at me again.,-0.1447697475552559,S
"Pict my bag, in the car.",0.1253628134727478,S
Pict some of that brochure material.,-0.4517120935022831,S
Pine cones and tree bark too.,-0.21753159240085856,B
Played from and unified by Amazon.,0.48657665688710844,D
Players mounted the remaining scooter tentatively.,-0.593224925827235,S
Please allow me to deliver it.,-0.2959230317340094,B
Please do send me a message!,-0.29253961714739346,B
Please let me answer the question.,-0.4382743953299242,B
Please send for him at once.,0.11979423661027595,B
Please turn vortexpolishing.com in your CTRL!,0.48062118707321533,D
Please understand your Kindle download frommer's.,0.5835851779983584,D
Pleasgrv 4-4 at Pleasgrv41 Timeout Tex.,-0.06144822895454912,D
"Pleasure, release, then ultimately, eternal peace.",0.7772074809308334,B
Plus there be laws and rules.,0.012447646252877271,B
Political organization revolved about the basileis.,0.15961628970776226,B
Polyphonically fatty coagulates had been viagra.,1.0147825805813964,D
Possibly the bacteria that causes plague.,0.4191803737787808,B
"Post office address? ""since 1867 Gindale""",-0.16630990028031542,D
"Precious, beautiful, worth seeking the best.",-0.02217870260712998,B
Press F5 to reset the position.,0.1947104378498022,B
Press I screens in the desert.,-0.2600301386788488,S
"Prim, we snacked on a cushion.",0.8069375559687614,S
"Private school, Harvard, and now Med.",0.8289360861977833,D
Probably a printed Microsoft Paint file.,0.23231547593912935,B
Produced by Emile and No I.D.,0.5735592736882273,D
Production continued for over four Id.,-0.9960605416446924,D
Profile wom we removed the UNCLASSIFIED?,0.2417946385219693,D
Proximity clasp it very Cumm resp.,-0.32091350406408314,D
Ps: OUr verification work was Burro.,0.4252962243313281,D
Publishing in a peer-reviewed journal preferred.,0.5854447029200007,D
Pull the pin and throw it!,0.09202245444574393,B
Purchase Header Archive Pay-to Contact No.,-0.057481086830118766,D
Put the white flag out first.,0.03901649148073061,B
Quick Hit: Popular Vote Or No?,0.9919506594528199,D
Quick started it in his attic.,-0.45766824558377267,S
Quintessential sound of a peaceful night.,0.0961451214230139,B
"Quite simply, it was becoming tiresome.",-0.3481540518930696,B
Rating Retrieved people like removable Branstad.,0.019226490706205364,D
Ratings for his est kept NOR.,-0.4422461792826653,D
Rb binds more than 100 proteins.,0.1458200910454342,B
Re a spark to your life!,0.9276957031339407,S
"Read me the book, then decide.",0.2964605811929367,B
"Read the book, sign the forms.",-0.12927275992848403,B
"Read unbiased reviews, ratings and recommendations.",-0.11760257333598212,B
"Reader hung, alone, above the ground,",0.3948540132492781,S
Recently renovated kitchen with meals req.,-0.8273763537406922,D
Recognize your picture from the paper.,0.18345157559516725,B
"Record plane, from gumtree. com, friday-ad.",-0.12213306842212424,D
"Regardless, they end up quantifying risk.",0.01218745222685309,B
Regulation facilitates safety and passenger confidence.,-0.06362942854220321,B
"Related Post ""Plumbing San Bernardino Ca""",0.1035763855102539,D
Remember that in times of pain!,-0.15446927481566147,B
Remember the sound of his voice.,-0.21728955060894162,B
Responsibility is vital in group discipline.,-0.1865774423671795,B
Revco wouldn't comment on its plans.,0.11827011999542517,B
Reversing that Revenue Roberts too EXP.,0.14970455606235195,D
Richmond Hill Liberal au d XV.,-0.30278438007884984,D
Roberts Ortus 3 radio review - Which?,0.1263227477104298,D
Robin Staet detailed compatibility report having.,0.18162457781654684,D
"Roll of View of Frankpledge, temp.",-0.13271605426675545,D
Ross Perot evidently has no plan.,0.31228581984407666,B
Ruby takes off towards the Cineplex...,-0.1660115728390895,B
Russ is the security Chap Miss.,-0.6147901862859726,D
Ruthless... merciless... devoted to our cause.,0.2570802810102368,B
Ryouri shite Perfect! moritsuke shite wao!!,0.3859784569123077,D
SEO- short for search engine optimization.,0.2861099335354584,B
STEINBOCK Man Down Turret Trucks - WD.,-0.39431461698765613,D
"Sac could have been worse, Pred.",1.289462849497795,D
Sales in Europe were up 2%.,0.12109579053809261,B
Sales of my cooking's very DIS.,-0.36406124718487265,D
Same Day Payday Loans Iowa Ia.,0.8465447821451332,D
Savanah ordered a fried shrimp dinner.,0.13926419674002857,B
"Scary and freaky sometimes, but awesome.",0.08662426825972151,B
"Schleswig - official stamp - ""Commission Interalliee Slesvig""",0.13518529016428701,D
Science and religion can indeed coexist.,0.0647168242033666,B
Section ISH using rat Shh probe.,0.22811901989098188,B
See MO we can unrelated Va.,0.24734120313078164,D
See full description for size footage.,0.17664754390716553,S
"Select payment method: ""Online or COD""",0.6385457604131063,D
Sell your home with McInnes Marketing!,-0.059670610333521536,D
Semi-cropped shape with shoulder strap INC.,-0.8146315291523933,D
"Senator Edwards, good luck to you.",0.1804343213021618,B
Sequ remember my two sissies Unch.,-0.6765204973518848,D
SetStaff long- and short- HY impl.,-0.135238572768867,D
Several: we will work in layers.,0.8024431824684144,S
Sexual year there were Kavanaugh DAM.,0.20778967887163163,D
Share resource: Computer keyboard explanation posters.,0.31883971510600534,B
"Sharon, she's cooked in a restaurant.",0.09390585015210877,B
"Shastrinagar, 35 kms, Great Nicobar Is.",-0.5630874509811107,D
She Present Mormon she will Patri.,-0.023872439563274367,D
She also has a great wig.,-0.21193187970703592,B
She began to worry about infection.,0.009750566468326838,B
She can smell herbs and spices.,-0.5292313735932112,S
She climbed on to the bike.,-0.5635353718938052,S
She collapsed onto the comfortable bed.,-0.29847264812394686,B
She could move undetected and untouched.,-0.1795844668806003,B
"She did this intentionally, he thought.",0.24987318994329924,B
She didn't have time to move.,-0.6604288307911682,S
She felt foolish and oddly frightened.,0.07152304160571701,B
She felt guilty about her deception.,-0.1431677149385727,B
She gazed up at the stars.,-0.4868938575149628,S
She grievances out indul the eq.,-0.8641616493463515,D
She grinned at the blonde girl.,-0.29557896566594166,B
She had a business to sell.,-0.3341670232567071,B
She had given herself to AN.,0.37462157011032104,D
She has buried all of them.,-0.011104702651282017,B
She has never danced with him.,-0.4392880963214065,B
She has no other denim marks.,-0.20590041428804398,S
She have to consult my groceries.,0.47346501201391217,S
"She leaned into him antagonistically, ""hunh?""",0.6025033319954074,B
"She leaned over him, sobbing openly.",-0.031199920931761604,B
She let out a choked laugh.,0.08212934332015859,B
She lifted her gun and fired.,-0.32284041009309694,B
She looked like a fairy princess.,-0.37986200533066916,B
She looked out on the street.,-0.7178253497090091,S
She looked out onto the turf.,-0.3329407114183826,S
She looked up from her sewing.,-0.701763793352451,B
She looks out of the window.,-0.4866148667684936,S
She loved to go for walks.,0.015331622227803487,S
She loves to go to church.,-0.4073139159389009,B
She makes me brush my hair.,-0.01929617888593054,B
She manifested him at another level.,0.21413611431269658,B
She peered out into the darkness.,-0.7967164875892081,S
She pointed at my swollen jaw.,-0.1973666862936824,B
She ran out to the driveway.,-0.9719345387463939,S
She riddled as she scenario NON.,-0.18214941704645754,D
She said to the little turtle.,0.21506840769460323,S
She screamed over the loud noise.,-0.3727614194226725,B
She seems awfully likable to me.,-0.14062062920177004,B
She shared this with my sister.,0.1724261563271284,S
"She shrugged, hoping to look indifferent.",0.07474196120498153,B
She speeds off for the stairs.,0.16492326620172437,S
She started moving the excavated sand.,-0.11451376100218172,B
She stirred sugar into her tea.,-0.5866541686675146,B
She stretched on the first ledge.,0.15514901392161845,S
She suffered from degenerative kidney disease.,-0.13978229315593893,B
She unconventional did that subconsciously VAL.,0.7112332463264466,D
She walked back to the car.,-0.24858733704047273,S
She walked back to the tree.,-0.3255860278508835,S
She walked out of the store.,-1.0389515446597188,S
She walks down the dusty path.,-0.34929800695338,S
She was beauty and gentleness personified.,0.16901051512796,B
"She was delicate always, now extremely.",0.7091662621704461,B
She was inside a magnificent castle.,0.004537280909191784,B
She was near Grand Central Station.,-0.44142700309868077,B
She was out walking her dog.,0.18477284044882394,S
She was thirty-one years old then.,0.07496434835861825,B
She was wearing a long dress.,-0.00020589904314338714,B
She went into the living room.,-0.2991941544952494,S
She wore a short black dress.,-1.4186280046875002,S
She'd have to tread very carefully.,-0.4529159354313895,B
She'll love meeting Maggie and Smythe!,-0.11482183431915696,B
She's going to wash your Jeep?,-0.1779358280818581,B
She's got such a great laugh.,-0.3772559833819229,S
She's using dancing moves to fight.,-0.0979047640043903,B
Ship shot him a longer look.,-0.48271646797657014,S
Ships from and sold by GETPLUS.,0.18249838324911336,D
Shoe. 130. Nike Roshe Two iD.,0.14452566572247125,D
Shop Yeezy Zebra shirts expiration ADD.,0.26094058007001875,D
Should that was what she needed.,0.8347706656903029,S
Should we set a date now?,-0.15917562966791682,B
Showings by appt. only; contact LB.,0.4035033573642286,D
"Shwoof, that makes me feel better.",-0.009212301602500517,B
Simon just patted the Warlord's shoulder.,-0.1173251800239086,S
Sing said that I was indoors.,0.9345287621021271,S
Sit he could have been warmer.,0.3988498214632273,S
Six had to stop the spinning.,0.3478477999567986,S
Sixteen settled shoes around the courtyard.,0.10129789710044862,S
Sizes range from 2XL to 3XL.,0.06682357338114304,B
Small plain a shores near you?,0.02339772097766399,S
So I don't want anybody's sympathy.,0.28607102450929295,B
So he continued in his ignorance.,-0.26266239781004586,B
So it's almost a connecting point.,0.23100879639387134,S
So let's let that go forward.,0.3819041816877167,B
So she never got any supervision.,-0.5389862202107906,S
So smart and caring and hardworking.,-0.2501327735662968,B
So the Compatibility is captcha jurisd.,1.091261940449476,D
So the wise renounce that aim.,0.5364144719264572,B
So trial-and-error printing can get costly.,0.6311678380915965,B
So you missed the open house?,-0.3064967150032136,B
"So, I started to protest, ""But-""",0.44875729032630923,D
"So, is BC Rich officially dead?",-0.08875011191316907,B
"So, it's not Technical the adv.",0.21802579555660487,D
"So, we appre Snuffhouse avoiding AMER.",-0.038852921128273016,D
Software reviews ratings prices at CNET.,0.05826066243254979,D
Some clearer cabinets and darker walls.,0.20282442271709442,S
Some don't always comprehend their meaning.,0.3899696614593267,S
Some keys were in the ignition.,-0.5493306919932366,S
"Some of it good, I hope.",-0.026874356007056538,B
Some quick pictures of the car.,-0.9294343758846578,S
Some rivals are already making inroads.,0.5132311656545222,B
Some time two men got alone.,-0.06595304943621158,S
Some was thinking about him maturity.,0.9867687873542309,S
Someone family is not at stake.,0.7229095788672566,S
Something big got the ball rolling.,-0.20776059763517382,B
Something can you be happy here?,0.5614636711776256,S
Something small and wrapped in fabric.,-0.060050762375973135,B
Something that awakened my psychic knowing.,0.31715389201486044,B
Sometimes he stood up for exercise.,0.09900431010118742,B
Sometimes you can just hum it.,-0.3387800570577383,S
"Son vampire a timeframe, he IMP.",0.14726257286965846,D
Son why are you so upset?,-1.2916562701575458,S
Sophia was asleep on the sofa.,-0.5484403834289475,B
Sparks flew and the vibrations onward.,0.5014758802950382,S
"Sparrows and pigeons, no other birds.",-0.1879921733731981,B
Spirit we talked about 240 effects.,0.9177929125726223,S
"Spr, there was no other INC.",-0.3740049369633198,D
Spray and vapor filled the void.,-0.0002501940851283108,B
Spread over 1.65 million-square-feet Warner Bros.,0.13288260707404584,D
"St. 1926, Section 505, Baldwin's Ind.",0.03074610090802989,D
Starting fre that happiness be DEC.,0.6366139486432075,D
"State Department of Revenue, slip op.",0.036974397309047724,D
State your name for the Council.,-0.045876553495528063,B
Stay still gave her a hug.,0.39951166259124876,S
Stern MPU100 Flash sequence repeating HELP!!!,0.6104215347599843,D
Steven's going to make it COMM.,0.42694864720106124,D
"Still chuckling, Louis poured another Pernod..",0.2442947931455662,D
Stir-fried egg noodles with assorted vegetables.,0.006907261189349834,B
Stop't have to look at it.,0.4205685071647167,S
"Strangely, I did not feel nervous.",-0.20551820402699755,B
Students of a comeback table entry.,-0.0704938367009163,S
Such study may take many forms.,0.15354999783671902,B
Sudhoff tradition were suddenly he will.,1.1689562375786335,D
Sugar would help restore our energy.,0.013015995933552082,B
Sunday School classes begin at 9:30am.,-0.27570146635004605,B
Supersweet Sully relapses huffs jitterbugging MISS.,-0.05172243025153875,D
Supply and installation of steel pilings.,-0.1352498904715151,B
Support buffer rubbers replaced with New.,-0.0809285391661377,D
"Support really Login investing, didn't you?",0.729844918847084,D
Suppose Lauren comes looking for us??,0.13921818539439396,B
Surely one of the rats who-?,0.4412322080276673,D
"Surface texture; Smooth, sandy or rough.",0.16765725115107352,B
Sussex also acquired Spy in 1994.,-0.07058802114808976,B
Swe a link in the clock!,0.07457769066095349,S
Sweaty hair clinging to his forehead.,-0.16746576197056773,B
"Swenson 1869 1941 Floral design. ""Father""",-0.4103138124151135,D
Swm 57 portable start transfer directv.,0.16047155429199603,D
THE Lyons anyone organizations you Fav.,0.23252153396606445,D
TION associates arming me by acqu?,0.10332387704402207,D
TMS9919 sound chip Cascade is Nag.,-0.6838300004601479,D
Table a home table runners amazon.,-0.0326871840151011,D
Table a round table runners amazon.,0.3184084745457713,D
Take 1 leaf of Aloe Vera.,0.010289271781780473,B
Take a look at the wheels.,-0.39842016594258417,S
Take me to a computer terminal.,-0.2632440748824203,B
Talk about a wild goose chase....,-0.03250012156603614,B
Taste that fowl and those fish.,0.02109487710488487,B
Tell them I needed a rest.,-0.10639964284041925,B
Terms of the transaction weren't disclosed.,-0.04180542301057013,B
Terry glut conscientious going to Cent.,0.2330081924796104,D
Than expected uk broker hirose uk.,0.1321546607945506,D
Thank spawned for Arc this Ven.,-0.011893423274159407,D
Thank you all for your attention.,0.0783575321119632,B
Thank you or your feed back.,0.30084394387703667,B
That Jaguar could really barrel along.,0.4260742638339371,B
That blade will cut through anything.,-0.3409042274307621,B
That could be a commendable quality.,-0.5476416213410202,B
That gives you a certain freedom.,-0.3401831359938634,S
That had a bitter almond scent.,0.08385126804434541,B
That is such a beautiful picture!,-0.9863949035412546,S
That is terribly difficult to overcome!,0.08790988378637789,B
That kind of understanding and kindness...,-0.08368695175443115,B
That marriage ultimately ends in divorce?,0.4663437532072856,B
That movie arrives from staunch Prob!,0.17886181361973283,D
"That project continues, for the moment.",0.033016609499463515,B
That rhythm can be very inspirational.,-0.2923422730469426,B
That seemed like an absurd contradiction!,-0.27782707465297163,B
"That warrior is you, my son.",-0.04981845809718473,B
That was so irresponsible and dangerous.,-0.13299229151970343,B
That would be simple and effective.,0.012802543834604333,B
"That's a responsible, disciplined, focused person.",0.16448559835553173,S
That's blasting a pathogens of Did.,0.23271400947123766,D
That's going to be in trouble.,0.10353731960058213,S
That's hard to argue with that.,-0.32291717976331713,S
That's the story of this pasture.,0.751602166891098,S
That's the way the readily OCT.,-0.061272781156003486,D
That's what they wanted to communicate.,-0.3379480813040859,B
That's where Dr. Angell comes in.,-0.13456283626083798,B
That's why we're talking about taxes.,-0.15965230087393112,B
The Blue pointed rematch to Recommend..,0.6366319198161364,D
The CEO of Levi's does it.,0.4501910401182324,B
The Clinton White House was silent.,-0.05371760874351147,B
The GOODMAN take care of Refer.,-0.06574796494096519,D
The Justice. source of hair or.,0.06594795996472169,D
The MVP for Team Rachael Is?,0.5707212061143669,D
The Weasel was an accomplished backstabber.,0.1611182017354215,B
The admin formerly known as Oz..,0.4044028656431235,D
"The bag was leather, black, small.",-0.31895199335239255,B
The bathroom needed a complete scrubbing.,-0.20339767806042328,B
The bill became law in April.,0.034159216129292215,B
The boat was ready to sail.,-0.2172758327471179,B
The boys were picking up apples.,-0.6237511483228365,S
The brick walls extended high up.,-0.06298852688005245,B
The brunette was licking her lips.,-0.09110649095437182,B
The bugs are eating me alive.,-0.03460280655408985,B
The building housed a great hall.,-0.4991355220179029,B
The ceremony will take place tonight.,0.09922686947108494,B
The chief complaint for phonics advocates:,0.6368495209918279,B
The child didn't make a sound.,-0.7796086779704856,S
The clinic was for AIDS patients.,0.10466735388587545,B
The code's too easy to read.,0.12164859813616188,B
The cold spring weather helped little.,-0.013841356687747752,B
The company reported net income o..,0.5324975409758713,D
The control comes with ease now.,0.14681259036474556,B
The courage to meet every challenge.,0.1431425976448343,B
"The court continued on, as expected.",0.2377145476497209,B
The crowd burst into spontaneous applause.,-0.16866732054351416,B
The crowd burst into sudden cacophony.,0.1907895239494301,B
The deems who was just Ug.,0.4442612253129482,D
The diminish's office was next Diff.,-0.9782916873693466,D
The drawstring just completes the fit.,0.12043016946047846,B
The economy everywhere was in crisis.,0.33231668560574645,B
The emperor of the despondent kingdom.,-0.3378563841098624,B
"The evidence is contradictory, at best.",0.22303301933585207,B
The ex-partners of colleagues: please avoid.,0.6696120222898773,D
The experience had shaken him emotionally.,-0.18004060216073914,B
The family room has a fireplace.,-0.46162710951818187,S
The fifth character is Mr. Globe.,-0.15882669920280518,B
The figures mark a significant turnaround.,0.37394895842696657,B
The first floor had retail shops.,-0.12078860078080655,B
The four of them silently embraced.,-0.2024527219485462,B
The gazelle weaved through the grass.,-0.16441905906307733,S
The gene heavily influences brain wiring.,0.591048962855244,B
The glass in the frame broke.,-0.3173331731357705,B
The great wheel began to turn.,-0.180220245567069,B
"The greater thing, though, is scope.",0.2551957320421934,S
The hairs on my skin rose.,-0.05071899689177169,B
"The healthiest, most nutritious food ever.",0.08140820607942706,B
The helicopter lifted off the ground.,-0.5083647047460245,S
The hesitant rhythm of the band.,-0.11339366754305225,B
The homeless woman obviously loved animals.,-0.0891080138436084,B
The industry obstacles Married that def.,0.7530898109078408,D
The inside was circular in shape.,-0.3599525437135541,B
"The invisible girl, the unknown princess.",0.03426192365801269,B
"The judge spoke, breaking the silence.",-0.23111715337279087,B
The kids get to run around.,0.27829740084618343,S
The kids play in the street.,-0.6721762332335957,B
The large restaurant was cafeteria style.,-0.2438254185991545,B
The last time we'd had four.,0.04607731600842213,B
The liquid was indeed fresh water.,-0.21228170149696218,B
The man php the customary Neg.,-0.181416480243206,D
The military forces of the colony.,-0.062015560300777685,B
The movie was a romantic comedy.,-0.4180261026039044,B
The movie was entertaining and funny.,-0.38798960715760133,B
The music drums inside my head.,0.27228498061666173,B
The mutant allele lacks exon 14.,0.34416913151777295,B
The neatly trimmed beard and moustache.,-0.5148010594042043,B
"The next day, he was gone.",-0.1282242436514991,B
The next house is kilometres away.,-0.2103083740003278,B
The northernmost mountains in central Germany.,-0.18606611228916523,B
The official diagnosis was a stroke.,-0.10349572833077085,B
The one in jail for murder.,0.21168116564782227,B
The one seen at the murder?,0.14587467677588878,B
The ones who refuse to quit.,-0.21220594844404986,B
The pancakes are to die for.,0.07234420154903147,B
The pastor proclaimed to the congregation.,-0.12690606275434826,B
The personal descriptions enjoy amplified met.,-0.1717063578714879,D
The philosopher-sired AI babies have Planned.,0.12607399597764016,D
The place is chill and comfortable.,0.12390605009348606,B
The problem is the surveillance cameras.,-0.03729275802345434,B
The product is available as download-version.,-0.09159608911150889,B
The promise of big business profits.,-0.3607881558865914,B
The protracted silence became almost unbearable.,0.1267602695412459,B
The ratsjac peering up at arrow.,-0.5217969911172986,S
The redemption date is March 1.,-0.030867738008084445,B
The remaining 10% is net profit.,0.10844355298094746,B
The seemingly impossible can be attained.,0.4994128676243129,B
The service at Instep was great!!,0.018845202711811136,B
The show was at Shippensburg University.,0.2184006247430558,B
The signal was one of power.,0.032666032064652475,B
The situation involved some political perils.,-0.1880460001428076,B
The sky was bright and blue.,-0.39728930870105317,B
The slab is 6 metres wide.,-0.20516135834540308,S
The slick slide of moist flesh.,0.18048841331105292,B
The small flock of birds circled.,-0.15876624538947082,B
The sometimes cruel and hateful road.,-0.1595134061602794,B
The stewardesses are furious with them.,0.06608637426503353,B
The terror camp was never built.,-0.09134733784010016,B
The three women Courage bung Sask.,-0.7380577407777309,D
The tissues need more of those.,0.3584672771394253,S
The two companies declined to comment.,0.16399442535349393,B
The two disappeared into the trees.,-0.24096038263228114,S
The two ran down the gangway.,-0.4503573804486917,S
The unicorn prowled through the forest.,-0.568827981536845,S
The vacation home has a terrace.,0.041495323756433285,S
The van made a right turn.,-0.3987538178346983,S
The victim is a 17-year-old girl.,-0.15142590234261982,B
The voice had a muffled sound.,-0.4822591434217437,B
The weather was warm and dry.,-0.48589366881317336,B
The wind blew cold and colder.,0.09586617855947568,B
The woman you suspect of murder.,0.07683654154168937,B
Their M4 was a two-handed gun.,-0.5624757995828986,S
Their food and sweets are awesome.,-0.1853699196282706,B
Their hearts beat in rhythm together.,-0.10605226789348907,B
Their mesmer are Chr to aug.,-0.5014034651219845,D
Their relationship took off from there.,0.1491297553432254,B
Their road distance is 73 miles.,-0.08736208565533159,S
Their stay was tranquil and pleasant.,0.08657871846022133,B
Then he looked at the sky.,-0.36070938243426914,S
Then he realized he was hungry.,-0.2886112611863563,B
Then it escaped onto the Internet.,-0.03399024915891796,B
Then she laughed a barking laugh.,0.0239913723689247,B
Then she smiled faintly and nodded.,-0.08215724804259442,B
Then you must keep it true.,-0.10451086924026196,B
Then you're lucky I came along.,0.002220291247440853,B
"Then, there was a brief drizzle.",-0.2774774698719788,B
"Theodore Gilmore BILBO, American Gover nor.",0.5383521347833469,D
There Two was a perfect decoration.,-0.2183746325783431,S
There are 14 stories in there.,0.21359299771337892,S
"There are DW pictures, discrepancy Mit.",0.18756331205368038,D
There are seldom any other kind.,-0.11356289023984459,B
There in the middle of town.,-0.4363158321008086,S
There is no brain function left.,-0.09867184356934158,B
There is no subterfuge in you.,0.06170417182232032,B
There is nothing new in this.,-0.1932247268041733,B
There is salad in that bowl.,-0.24115677373383262,B
There makes packing so much easier.,0.11621594280004499,S
There was a blur of movement.,-0.4468584161293962,S
There was a contorted ugliness now.,-0.07068015027744823,B
There was a moment of silence.,-0.00015602971725953152,S
There was no mistaking that scream.,-0.0051852641192337064,B
"There was no moon, only starlight.",-0.2702726613360433,B
There was no one but me.,-0.4010232056114219,B
There was no time to move.,-0.7743704717074203,S
There was nothing but political commentary.,-0.03703908965542601,B
There was shouting and loud noises.,-0.17876508890311088,B
There wasn't anything else to do.,0.07283505507571915,S
"There were big, cited double INC.",0.7037257514894009,D
There were probably five of them.,-0.5605304825241596,B
There would make me pretty angry.,0.0007322622463107192,S
"There'll be towels, soap, and all.",0.16903111817376168,B
There's a dog in the road.,0.13243049923611702,S
There's a grate in the cement.,0.18905525811705526,S
There's a tub in the kitchen.,-1.4447567930497487,S
There's always risk -- life's a risk.,0.20713131173715071,B
There's an old butcher block table.,-0.5118975451195907,S
There's hats wrong with being Cf.,-0.018474542908370487,D
There's other things he can do.,-0.8633531985205193,S
There's time for us to strut.,-0.5541957488283515,S
"There, we're having a brilliant time.",0.7064823359251022,S
"There, you know, a few times.",0.4187679275870323,S
Therefore pane abusive and Apr it.,0.2871214300394058,D
"These are fairly large, tough animals.",0.02658198107149093,B
These lustful eyes washed over me.,-0.35784509181976315,S
These was a great work environment.,0.9246490593999623,S
They Lucius on the same predec.,-0.38070206344127655,D
"They all listen to me, Dog.",0.20125927091576162,S
They always stand up for capital.,-0.049915269779724145,B
They amped up the mating lid.,0.39132512658834456,S
They are free to run around.,-0.9564649166040472,S
They are in such great colors.,-0.1157973086097857,S
They are just defending the law.,-0.6262751231593413,B
They are very devoted and faithful.,-0.34311384744291246,B
They blew smoke out at me.,0.7044233962893486,S
They bring peace in a conflict.,-0.16527121542333809,B
They came unexpectedly upon the sea.,0.0023536417486220373,B
They can Jupiter evidenced and dd.,-0.1383997768163681,D
They climbed out of a window.,-0.07473856441600608,S
They come in all different colors.,-0.5243237444514384,S
They continued down a small hill.,-0.18324775252682748,S
They could not hear any sound.,0.09679415490025937,S
They could use a new faucet.,-0.7843283265829086,S
They couldn't handle any more signalling.,-0.6700317464768887,S
They dashed back down the hall.,-0.2845397723496183,S
They deal in commercial property investments.,-0.21287163000253936,B
They definitely had a close relationship.,-0.20877516031004545,B
They do have the scrolling feeling.,0.300063232332468,S
They do not have enough time.,-0.08594701996040155,S
They don't view it that way.,-0.37141785440431013,B
They don't want to leave her.,0.15990681946277624,S
They don't want to make mistakes.,-0.1509373565429756,S
They engaged in a whispered conversation.,-0.30075160474113166,S
They finished eating their chicken dumplings.,-0.2615965271586288,B
They fled Russia after the revolution.,0.3308655916771589,B
They glared at one another heatedly.,-0.22761824269050543,B
They go back further and further.,-0.07100417092442515,S
They got on the elevator together.,-0.44948175377538724,S
They got to get to work.,-0.4607904718589297,S
They graphene be right discovering FAR.,0.3183930253610015,D
They had a lot of acreage.,-0.3244306048214308,S
They had moved to Oklahoma Territory.,0.18197265777592078,B
They had other things to do.,-0.17462319642093918,S
They had pictures on the walls.,-0.5477451135819434,S
They had that sense of history.,0.15343898840175627,S
They have fabulous French toast too.,-0.15816215440496303,B
They have no real clothes on.,-0.20672794495044391,S
They have other things to do.,-0.37500445510649594,S
They have very little time limit.,0.9130311280488969,S
They headed back to the house.,-0.27427045713671366,S
They hid in trees and shrubbery.,0.2512392655668894,S
They is much faster acting now.,0.5755789220333098,S
They just got set both down.,1.4036437213420867,S
They lighting and killed stayed MAR.,0.6625031454099372,D
They look so soft and fluffy.,-0.16466505123351094,S
They made it into the hallway.,-1.1245133309762256,S
They need access to our computers.,-0.3367173036711474,B
They needs to broaden his perspective.,0.08827169686555861,S
They never caused me any harm.,-0.26007879860267485,B
They pay cash and tip little.,0.3305662764888225,B
They pay good money for it.,-0.2405401475368579,B
They portscreen finished running the building.,-0.30211635902524,S
They pulled into the parking lot.,0.051492082407705614,S
They pushed off into the crowd.,0.8813439548928929,S
"They put us in jail, Johnny!",0.19521863630972494,B
They quickly went down the stairs.,-0.5147560369278201,S
They raced to the back porch.,-0.43222079764495086,S
They ran down the side street.,0.411053015703224,S
They read books about strategic thinking.,-0.4988357603549957,S
They rushed back toward the house.,-0.42164120633605956,S
They sat down on his bed.,-0.6846964391993221,S
They sat on a driftwood log.,-0.8614017363923144,S
They sat silently enjoying the view.,-0.4753122430219121,S
They settled into some empty chairs.,-0.6718690592132347,S
They started hiking down the mountain.,-0.5260843339247121,B
They started toward the front door.,-0.38995911571790315,S
They stood and left the room.,0.19991613589135046,S
They stood there for a moment.,-1.1000485986175816,S
They stopped in front of us.,-1.181493391096592,S
They strolled down onto the beach.,-0.6960229936260259,S
They take cover behind a desk.,0.19867810359077773,S
They taught her humility and compassion.,-0.07794645568890432,B
They took turns at a computer.,0.09662596072842788,S
They undressed and went to bed.,-0.5791846662235006,S
They walked down the empty corridors.,-0.3669491256525632,S
They walked out of the alley.,-0.5291887821330877,S
They walked out of the bathroom.,-0.3172294227995402,S
They walked out onto the balcony.,-1.0723197471957677,S
They walked to a quiet alleyway.,-0.6237813581348627,S
They want prices to remain stable.,-0.27151366225039475,B
They want quality at low cost.,0.023098625338767324,B
They want to do things fast.,0.17250238791823672,S
They want to set a trend.,-0.5062393750362386,S
They was too fill of hope.,0.05079681947827339,S
