sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
376,Other types of doors can slide or consist of a revolving chamber.,Certain breeds of horses can gallop or comprise a grazing herd.,Several kinds of engines can roar or contain a spinning turbine.,Various forms of poems can rhyme or involve a repeating chorus.,Multiple styles of shoes can squeak or feature a glowing stripe.,Different species of birds can soar or include a diving raptor.,Numerous brands of phones can vibrate or incorporate a flashing sensor.,Distinct flavors of sauces can simmer or contain a smoky essence.,Several models of drones can hover or possess a rotating blade.,Certain types of chairs can swivel or incorporate a reclining back.,Many varieties of drums can echo or involve a resonating shell.
377,Others speculate that ramps zigzagged up the exterior walls of the pyramid.,Strangers insisted that barges drifted past the ancient docks of the harbor.,Tourists reported that lanterns flickered along the narrow alleys of the fortress.,Critics argued that murals covered the inner halls of the cathedral.,Neighbors noticed that squirrels darted across the sagging roofs of the mansion.,Analysts predict that drones circle above the steel towers of the complex.,Historians claim that tunnels stretched beneath the crumbling floors of the citadel.,Witnesses swear that fireworks burst above the glass facades of the plaza.,Locals insist that banners fluttered along the stone ramparts of the castle.,Observers believe that spotlights swept across the concrete barriers of the compound.,Reporters allege that protesters marched around the iron gates of the embassy.
378,Our tower rooms had an incredible but slightly scary view.,Their mountain cabins offered a magnificent yet mildly unsettling silence.,The coastal villas revealed a dazzling though faintly ominous horizon.,His city lofts featured a splendid yet vaguely threatening skyline.,Her forest huts commanded a breathtaking but slightly eerie stillness.,The desert lodges displayed a stunning though somewhat menacing expanse.,Our lakeside suites enjoyed a glorious yet mildly disturbing isolation.,Their island cottages faced a spectacular though faintly sinister ocean.,The valley shelters provided a marvelous yet slightly alarming remoteness.,His riverside studios overlooked a wonderful though vaguely unsettling wilderness.,The cliff dwellings captured a radiant yet mildly intimidating vastness.
379,"Over the past four decades, the cost of legal education has gone up relentlessly.","Over the past four decades, the price of medical treatment has risen steadily.","Over the past four decades, the level of carbon emissions has climbed sharply.","Over the past four decades, the rate of technological progress has accelerated dramatically.","Over the past four decades, the demand for organic produce has grown exponentially.","Over the past four decades, the quality of public infrastructure has declined noticeably.","Over the past four decades, the volume of online traffic has expanded rapidly.","Over the past four decades, the scope of government surveillance has increased quietly.","Over the past four decades, the depth of ocean pollution has worsened gradually.","Over the past four decades, the height of urban buildings has soared consistently.","Over the past four decades, the speed of global communication has improved remarkably."
380,"Over the past generation, there has been a dramatic expansion of legalized gambling.","Over the past century, there has been a gradual disappearance of handwritten letters.","Over the past decade, there has been a sudden explosion of online streaming.","Over the past millennium, there has been a steady erosion of ancient forests.","Over the past year, there has been a remarkable surge of electric vehicles.","Over the past era, there has been a quiet revival of traditional crafts.","Over the past epoch, there has been a rapid collapse of coastal cliffs.","Over the past age, there has been a massive influx of urban tourists.","Over the past semester, there has been a noticeable decline of printed textbooks.","Over the past season, there has been a sharp increase of rooftop gardens.","Over the past cycle, there has been a slow disappearance of regional dialects."
381,"Overhead, giant paws set down on the ice as the polar bear pursued its prey.","Nearby, bright lanterns hung from the beams as the festival greeted its guests.","Ahead, sharp hooks sliced through the mesh as the tuna boat hauled its catch.","Below, thick roots broke through the soil as the ancient oak spread its branches.","Inside, cold water dripped from the pipes as the old boiler lost its pressure.","Above, loose tiles slid off the roof as the storm loosened its grip.","Beyond, tall grasses bent in the wind as the wildfire consumed its fuel.","Nearby, soft music drifted across the lake as the wedding celebrated its couple.","Beneath, heavy boots stomped through the mud as the soldier reached his post.","Outside, bright sparks flew from the wire as the generator surged its power.","Within, thin cracks spread across the wall as the earthquake shifted its base."
382,"Parrots have brightly-colored feathers and a sharp, curved beak.","Tigers have boldly-striped fur and a long, muscular tail.","Robots have sleekly-polished panels and a wide, angular head.","Violins have finely-crafted bodies and a narrow, curved neck.","Pirates have vividly-patterned scarves and a heavy, rusted sword.","Lanterns have delicately-painted sides and a small, hinged door.","Cheetahs have distinctively-spotted coats and a slim, flexible spine.","Submarines have thickly-armored hulls and a tall, conning tower.","Bakers have lightly-floured aprons and a broad, wooden spoon.","Comets have brilliantly-glowing tails and a dense, icy core.","Knights have ornately-engraved armors and a sturdy, rounded shield."
383,"Participants then assigned each dream to a category, such as a flying dream, a bad dream, or a nightmare.","Visitors then assigned each painting to a section, such as a modern section, a rare section, or a classic.","Students then assigned each poem to a chapter, such as a love chapter, a dark chapter, or a satire.","Judges then assigned each photo to a column, such as a wildlife column, a funny column, or a portrait.","Volunteers then assigned each puppy to a family, such as a rural family, a large family, or a foster.","Critics then assigned each film to a genre, such as a sci-fi genre, a bleak genre, or a comedy.","Curators then assigned each vase to a gallery, such as a ceramic gallery, a foreign gallery, or a bronze.","Analysts then assigned each tweet to a thread, such as a gossip thread, a bold thread, or a rumor.","Coaches then assigned each player to a position, such as a midfield position, a wide position, or a striker.","Editors then assigned each article to a column, such as a travel column, a harsh column, or a feature.","Rangers then assigned each turtle to a zone, such as a nesting zone, a safe zone, or a reef."
384,Passengers or cargo enter trains from a platform next to the line.,Visitors or parcels board ferries at a pier beside the bay.,Tourists or luggage exit buses onto a curb along the street.,Students or supplies join shuttles from a stop near the loop.,Spectators or gear enter trams at a gate beside the track.,Guests or gifts board gondolas from a dock next to the canal.,Pilgrims or baskets exit rafts onto a beach along the river.,Fans or snacks enter carts at a ramp beside the ride.,Clients or parcels board elevators from a lobby near the shaft.,Patients or samples join pods at a bay beside the tube.,Hunters or equipment enter sleds from a ledge along the ridge.
385,Patients are faced with the pain of the break and the difficult process of healing.,Tourists are greeted by the roar of the engine and the chaotic rush of departure.,Students are confronted with the weight of the exam and the lengthy path of revision.,Volunteers are met with the stench of the spill and the tedious task of cleanup.,Investors are faced with the risk of the crash and the slow prospect of recovery.,Residents are greeted by the glare of the fire and the complex effort of rebuilding.,Athletes are confronted with the strain of the sprint and the grueling cycle of training.,Travelers are met with the chill of the storm and the uncertain wait for clearance.,Researchers are faced with the scope of the drought and the intricate challenge of modeling.,Customers are greeted by the scent of the bread and the careful art of slicing.,Citizens are confronted with the scale of the debt and the painful journey of reform.
386,"Peaches are sweet and delicate, and must be harvested after ripening.","Engines are loud and complex, and must be serviced after overheating.","Balloons are bright and fragile, and must be inflated after stretching.","Novels are long and intricate, and must be edited after drafting.","Puppies are small and energetic, and must be trained after weaning.","Diamonds are hard and valuable, and must be inspected after cutting.","Storms are sudden and violent, and must be monitored after forming.","Sculptures are heavy and detailed, and must be displayed after polishing.","Cookies are soft and chewy, and must be cooled after baking.","Speeches are brief and powerful, and must be rehearsed after writing.","Gardens are lush and colorful, and must be watered after planting."
387,"Peaches have a large, red-brown stone inside which contains the seed.","Bananas carry a thin, yellow-green peel outside which protects the fruit.","Radios hold a small, silver-black battery behind which powers the circuits.","Novels keep a short, blue-white ribbon between which marks the chapter.","Backpacks feature a wide, gray-green pocket outside which stores the bottle.","Clocks contain a tiny, brass-gold gear inside which drives the hands.","Laptops include a slim, black-silver panel beneath which hides the screws.","Umbrellas have a long, metal-gray shaft within which supports the ribs.","Violins possess a curved, light-brown bridge below which holds the strings.","Teapots offer a narrow, red-gold spout above which pours the liquid.","Cameras hide a flat, clear-plastic screen behind which displays the image."
388,"People also use their feet to kick, in both fighting and sports.","Tourists often wave their flags to cheer, at both concerts and festivals.","Mechanics sometimes raise their hands to signal, during inspections and repairs.","Students usually open their books to study, for both exams and projects.","Chefs always taste their sauces to adjust, before cooking and serving.","Cyclists frequently check their tires to inflate, before races and tours.","Artists carefully hold their brushes to paint, in both studios and galleries.","Pilots regularly test their radios to communicate, during flights and landings.","Gardeners gently trim their shrubs to shape, in both spring and autumn.","Musicians loudly strike their drums to perform, at rehearsals and concerts.","Doctors routinely wash their hands to sanitize, between patients and procedures."
389,People can go to public libraries and borrow books to take home for several weeks.,Tourists can visit national parks and photograph birds to share online for several days.,Students can enter science labs and collect samples to analyze later for several hours.,Volunteers can join coastal cleanups and remove trash to recycle afterward for several months.,Chefs can explore local markets and purchase spices to experiment with tonight for several recipes.,Artists can attend open studios and sketch models to develop further next month for several projects.,Gardeners can browse plant nurseries and select seedlings to cultivate indoors for several seasons.,Musicians can access recording studios and compose tracks to release soon for several albums.,Cyclists can ride mountain trails and gather data to upload later for several studies.,Researchers can tour ancient ruins and document artifacts to study carefully for several years.,Families can visit community gardens and harvest vegetables to cook fresh tonight for several meals.
390,People go to hospitals to be healed when they are sick or injured.,Tourists visit museums to be inspired when they are bored or curious.,Students enroll in colleges to be educated when they are eager or ambitious.,Pilgrims travel to shrines to be blessed when they are troubled or devoted.,Athletes enter stadiums to be cheered when they are nervous or determined.,Fans flock to concerts to be thrilled when they are restless or excited.,Diners rush to cafés to be fed when they are hungry or exhausted.,Clients book spas to be pampered when they are stressed or weary.,Novices join dojos to be trained when they are clumsy or motivated.,Travelers board flights to be transported when they are stranded or impatient.,Residents evacuate to shelters to be protected when they are frightened or vulnerable.
391,"People often put carpets on a floor, for comfort and to dampen noise.","Tourists usually hang lanterns on a porch, for ambiance and to signal welcome.","Chefs commonly spread herbs on a plate, for color and to enhance aroma.","Cyclists frequently attach mirrors on a helmet, for safety and to widen vision.","Gardeners sometimes place pebbles on a path, for texture and to slow drainage.","Sailors traditionally carve names on a beam, for memory and to mark passage.","Students occasionally stick stickers on a locker, for style and to show identity.","Mechanics routinely spray lubricant on a chain, for smoothness and to reduce friction.","Artists carefully dab varnish on a canvas, for gloss and to preserve color.","Parents lovingly stitch patches on a jacket, for warmth and to hide wear.","Musicians gently set mutes on a bridge, for softness and to limit volume."
392,"People set cutlery, plates and food on a table to eat a meal together.","Tourists packed cameras, maps and snacks in a van to start a journey northward.","Students opened textbooks, notebooks and laptops on a desk to begin a lesson promptly.","Mechanics lifted engines, tires and tools onto a platform to repair a truck quickly.","Volunteers planted seedlings, compost and stakes along a trail to restore a forest gradually.","Chefs arranged spices, sauces and herbs around a stove to create a feast effortlessly.","Children stacked blocks, dolls and puzzles near a rug to build a castle imaginatively.","Artists mixed pigments, brushes and canvases inside a studio to paint a portrait accurately.","Gardeners spread fertilizer, seeds and mulch over a plot to grow vegetables organically.","Climbers clipped ropes, harnesses and carabiners along a cliff to scale a peak safely.","Musicians tuned violins, cellos and flutes on a stage to perform a concert beautifully."
393,"People use bicycles for transportation, recreation and racing.","Children eat apples for breakfast, lunch and dinner.","Tourists rent scooters for sightseeing, shopping and exploring.","Musicians play guitars for concerts, recording and practicing.","Artists buy canvases for painting, sketching and exhibiting.","Gardeners plant flowers for color, fragrance and attracting.","Students read textbooks for learning, reviewing and researching.","Chefs prepare meals for catering, sampling and serving.","Athletes lift weights for training, competing and strengthening.","Writers draft novels for publishing, editing and sharing.","Families build houses for living, relaxing and entertaining."
394,"People use their feet when walking, running or standing straight.","Musicians tune their strings when practicing, performing or recording live.","Chefs test their knives when chopping, slicing or dicing onions.","Drivers check their mirrors when turning, parking or changing lanes.","Artists clean their brushes when mixing, blending or finishing details.","Gardeners wear their gloves when planting, weeding or trimming hedges.","Cyclists adjust their helmets when climbing, descending or racing fast.","Writers proofread their drafts when editing, revising or submitting late.","Pilots monitor their gauges when taking off, landing or cruising high.","Surgeons sterilize their tools when operating, stitching or closing wounds.","Photographers balance their cameras when focusing, shooting or framing scenes."
395,Performances are typically given in an opera house and accompanied by an orchestra.,Lectures are usually held in a planetarium and illustrated by a slideshow.,Ceremonies are annually staged in a cathedral and supported by a committee.,Exhibitions are regularly hosted in a gallery and funded by a sponsor.,Matches are normally played in a stadium and refereed by an official.,Rehearsals are daily conducted in a studio and supervised by a director.,Auctions are frequently held in a ballroom and managed by a broker.,Parades are traditionally marched in a boulevard and escorted by a squadron.,Seminars are weekly offered in a lecture hall and moderated by a scholar.,Festivals are seasonally held in a fairground and sponsored by a corporation.,Demonstrations are openly staged in a plaza and protected by a barricade.
396,Pharmacists are increasingly involved in preventive care.,Carpenters are increasingly involved in decorative art.,Chefs are increasingly involved in creative cuisine.,Mechanics are increasingly involved in restorative work.,Librarians are increasingly involved in educational outreach.,Gardeners are increasingly involved in sustainable farming.,Musicians are increasingly involved in therapeutic sessions.,Architects are increasingly involved in environmental design.,Therapists are increasingly involved in holistic healing.,Photographers are increasingly involved in documentary projects.,Volunteers are increasingly involved in humanitarian aid.
397,Pharmacists are often a good source of information about public health.,Mechanics are usually a reliable source of advice about car maintenance.,Librarians are frequently a helpful source of guidance about local history.,Chefs are commonly a trusted source of tips about ingredient selection.,Gardeners are regularly a useful source of knowledge about soil quality.,Teachers are typically a valuable source of insight about child development.,Pilots are generally a solid source of facts about weather patterns.,Curators are often a rich source of stories about ancient artifacts.,Veterinarians are routinely a handy source of data about pet nutrition.,Architects are frequently a key source of details about building safety.,Musicians are commonly a prime source of wisdom about rhythm theory.
398,Pharmacists dispense prescription drugs to patients and offer advice about the safe use of medications.,Mechanics install replacement parts to vehicles and provide guidance about the proper care of engines.,Librarians lend reference books to students and give tips about the careful handling of volumes.,Chefs serve gourmet meals to diners and share notes about the creative use of spices.,Tutors assign practice tests to pupils and deliver lectures about the effective use of strategies.,Gardeners plant ornamental shrubs to homeowners and issue warnings about the correct use of fertilizers.,Technicians upgrade software patches to clients and send memos about the secure use of systems.,Coaches teach defensive tactics to athletes and hold seminars about the smart use of plays.,Curators display ancient artifacts to visitors and post notices about the respectful use of exhibits.,Stylists apply conditioning treatments to clients and offer suggestions about the gentle use of products.,Rangers issue camping permits to hikers and give briefings about the responsible use of forests.
399,Pharmacists must have professional degrees and pass two exams in order to be licensed.,Mechanics must have technical diplomas and complete two courses in order to be certified.,Pilots must have aviation licenses and pass two tests in order to be approved.,Chefs must have culinary certificates and win two contests in order to be promoted.,Artists must have formal training and sell two pieces in order to be represented.,Translators must have language degrees and finish two projects in order to be hired.,Carpenters must have vocational credentials and build two models in order to be qualified.,Dancers must have conservatory diplomas and survive two auditions in order to be cast.,Surgeons must have medical licenses and assist two operations in order to be credentialed.,Librarians must have information degrees and catalog two archives in order to be appointed.,Engineers must have academic transcripts and design two prototypes in order to be accredited.
400,"Physics, chemistry and biology are classic examples of sciences.","Madrid, Paris and Rome are popular destinations for tourists.","Copper, silver and gold are valuable examples of metals.","Jazz, blues and rock are distinctive styles of music.","Apples, pears and peaches are common varieties of fruit.","Ford, Toyota and Honda are leading brands of automobiles.","Cotton, silk and wool are traditional types of fabrics.","Lions, tigers and bears are powerful symbols of wildlife.","Shakespeare, Dickens and Austen are famous names of authors.","Red, blue and yellow are primary colors of pigments.","Monday, Tuesday and Wednesday are consecutive days of weekdays."
401,"Piranhas are small, ferocious fish that live in South American rivers.","Parrots are tiny, colorful birds that nest in Australian forests.","Hyenas are large, nocturnal mammals that roam across African savannas.","Lanterns are fragile, paper lights that float above Asian lakes.","Robots are sleek, efficient machines that work inside European factories.","Tulips are bright, fragrant flowers that bloom across Dutch meadows.","Comets are icy, dazzling objects that streak through outer space.","Violins are polished, wooden instruments that echo inside Italian theaters.","Cheetahs are swift, spotted cats that sprint across Kenyan plains.","Satellites are compact, complex devices that orbit around Earth’s atmosphere.","Lanternfish are bioluminescent, bizarre creatures that swim within deep ocean trenches."
402,Piranhas have very sharp teeth and are opportunistic carnivores.,Parakeets have very bright feathers and are social seed-eaters.,Cheetahs have very keen eyesight and are solitary sprinters.,Librarians have very quiet voices and are helpful guides.,Violins have very smooth surfaces and are delicate instruments.,Hurricanes have very strong winds and are destructive storms.,Accountants have very sharp minds and are meticulous workers.,Sapphires have very deep colors and are precious gemstones.,Surgeons have very steady hands and are skilled healers.,Lanterns have very soft glows and are portable lights.,Falcons have very quick reflexes and are trained hunters.
403,"Plants, animals and people must drink water in order to live.","Engines, turbines and generators must burn fuel in order to run.","Students, teachers and parents must read books in order to learn.","Bees, birds and butterflies must find nectar in order to survive.","Phones, tablets and laptops must store power in order to function.","Athletes, coaches and fans must buy tickets in order to enter.","Writers, editors and publishers must submit drafts in order to proceed.","Chefs, waiters and diners must wash hands in order to serve.","Pilots, crew and passengers must check bags in order to board.","Actors, directors and producers must rehearse lines in order to perform.","Farmers, traders and shoppers must transport goods in order to sell."
404,Polar bears are one of the few animals that will attack people for reasons other than fear or confusion.,Golden eagles are one of the few birds that will dive toward hikers for purposes other than hunger or defense.,Bengal tigers are one of the few cats that will charge villagers for motives other than hunger or panic.,Bull sharks are one of the few fish that will approach swimmers for causes other than hunger or curiosity.,African bees are one of the few insects that will swarm farmers for reasons other than alarm or disorientation.,Grizzly bears are one of the few mammals that will confront campers for goals other than hunger or surprise.,Cassowaries are one of the few birds that will chase tourists for aims other than hunger or bewilderment.,Gray wolves are one of the few canines that will stalk joggers for reasons other than hunger or agitation.,Komodo dragons are one of the few reptiles that will pursue photographers for motives other than hunger or distress.,Wild boars are one of the few swine that will rush cyclists for causes other than hunger or alarm.,Snow leopards are one of the few felines that will track climbers for purposes other than hunger or confusion.
405,Pop-up toasters toast the bread placed in a slot and eject it once done.,Industrial printers print the documents loaded in a tray and release them when finished.,Electric sharpeners sharpen the pencils inserted in a hole and discharge them after ready.,Automatic feeders feed the pellets stored in a hopper and dispense them once measured.,Robotic arms arm the missiles mounted on a rack and deploy them when programmed.,Digital scanners scan the photos laid on a plate and transmit them after processed.,Hydraulic presses press the metal sheets positioned on a bed and eject them once formed.,Smart lockers lock the packages deposited in a compartment and open them after verified.,Coin counters count the coins dropped in a chute and drop them when tallied.,UV sterilizers sterilize the tools arranged in a drawer and expose them once complete.,Ice makers make the cubes poured in a mold and push them out when frozen.
406,Pressing a piano key causes a felt-tipped hammer to hit a vibrating steel string.,Twisting a brass knob causes a rubber-coated gear to grip a rotating iron shaft.,Flipping a silver switch causes a plastic-cased piston to push a sliding oak panel.,Pulling a leather strap causes a nylon-lined clamp to lift a spinning glass disc.,Turning a wooden dial causes a metal-jacketed cam to tap a shaking copper tube.,Pressing a chrome button causes a foam-padded rod to strike a swaying aluminum beam.,Sliding a velvet latch causes a spring-loaded arm to nudge a wobbling tin plate.,Rotating a ceramic handle causes a silicone-tipped lever to flick a trembling pine board.,Tugging a cotton cord causes a graphite-coated claw to yank a quivering brass wire.,Flicking a crystal toggle causes a velvet-wrapped plunger to poke a shuddering maple plank.,Squeezing a rubber trigger causes a leather-bound hook to jolt a jittering zinc strip.
407,Primates usually have four fingers and a thumb on each hand.,Reptiles typically lay two clutches and a dozen eggs in each nest.,Mechanics often replace two tires and a battery on each vehicle.,Students usually carry two notebooks and a folder in each backpack.,Chefs generally add two spices and a herb to each sauce.,Cyclists normally wear two gloves and a helmet on each ride.,Gardeners typically plant two seeds and a bulb in each pot.,Musicians usually tune two strings and a peg on each instrument.,Carpenters often install two hinges and a lock on each door.,Pilots generally check two engines and a rudder before each flight.,Artists usually mix two pigments and a medium on each palette.
408,Private law school tuition has increased by a factor of four since the 1970s.,Public medical insurance has decreased by a factor of three since the 1990s.,Regional freshwater supply has diminished by a factor of five since the 1960s.,Corporate executive compensation has multiplied by a factor of six since the 1980s.,Municipal bus ridership has expanded by a factor of two since the 2000s.,National honey production has declined by a factor of eight since the 1950s.,Private solar installation has surged by a factor of nine since the 2010s.,Local craft brewery output has ballooned by a factor of seven since the 1970s.,Federal wetland acreage has shrunk by a factor of four since the 1940s.,Community garden membership has climbed by a factor of three since the 1990s.,Global vinyl record sales has rebounded by a factor of five since the 2000s.
409,Professors focus on writing law review articles for prestigious journals.,Musicians concentrate on composing jazz symphonies for renowned orchestras.,Chefs obsess over plating gourmet desserts for exclusive restaurants.,Architects specialize in designing eco-friendly skyscrapers for multinational corporations.,Gardeners pride themselves on cultivating rare orchids for international exhibitions.,Programmers dedicate themselves to developing mobile applications for Fortune-500 companies.,Athletes train relentlessly for breaking marathon records at major championships.,Photographers aspire to capturing wildlife images for glossy magazines.,Engineers collaborate on constructing solar panels for remote villages.,Artists experiment with sculpting abstract figures for municipal galleries.,Students volunteer for tutoring underprivileged children at local shelters.
410,Proper use of ski poles improves their balance and adds flair to their skiing.,Careful handling of glass vases protects their shape and adds elegance to their display.,Regular tuning of grand pianos maintains their harmony and adds richness to their sound.,Precise folding of paper airplanes enhances their flight and adds distance to their glide.,Gentle stirring of chocolate sauces preserves their texture and adds shine to their surface.,Frequent watering of orchid plants sustains their bloom and adds vibrancy to their petals.,Proper storage of vintage wines protects their flavor and adds value to their collection.,Timely rotation of car tires extends their lifespan and adds safety to their performance.,Skillful kneading of bread dough develops their structure and adds lightness to their texture.,Consistent practice of yoga poses deepens their stretch and adds grace to their movement.,Careful polishing of silver antiques restores their luster and adds charm to their appearance.
411,"Rain is water that falls from clouds in the sky, which are condensed vapor.","Gold is metal that gleams from veins in the earth, which are hardened magma.","Silk is fabric that drapes from looms in the factory, which are spinning spindles.","Jazz is music that drifts from clubs in the city, which are smoky basements.","Foam is bubbles that surge from vents in the ocean, which are heated geysers.","Moss is plant that clings to rocks in the forest, which are shaded boulders.","Wine is liquid that flows from casks in the cellar, which are aging barrels.","Dust is powder that settles on shelves in the attic, which are forgotten crates.","Neon is gas that glows from tubes in the sign, which are electrified chambers.","Snow is crystals that tumble from storms in the mountains, which are frozen masses.","Ink is fluid that drips from pens on the desk, which are loaded cartridges."
412,Raspberries are eaten by themselves or cooked with sugar into jam.,Bananas are peeled by themselves or blended with yogurt into smoothies.,Shrimp are deveined by themselves or sautéed with garlic into pasta.,Apples are sliced by themselves or baked with cinnamon into pies.,Tomatoes are chopped by themselves or simmered with herbs into sauce.,Almonds are roasted by themselves or ground with honey into butter.,Mushrooms are cleaned by themselves or stir-fried with soy into filling.,Peaches are pitted by themselves or stewed with cloves into compote.,Carrots are grated by themselves or boiled with ginger into soup.,Cherries are pitted by themselves or soaked with brandy into preserves.,Potatoes are peeled by themselves or mashed with butter into purée.
413,"Ravens feed on carrion, insects, berries or small animals. ","Sparrows feast on seeds, worms, fruits or tiny crustaceans.","Otters dine on mollusks, larvae, algae or little amphibians.","Falcons prey on rodents, reptiles, grains or miniature mammals.","Turtles munch on kelp, snails, sprouts or baby fish.","Badgers forage for roots, grubs, nuts or young birds.","Seagulls scavenge on scraps, krill, buds or petite reptiles.","Raccoons feed on corn, crayfish, peaches or small rodents.","Pigeons peck at crumbs, ants, petals or minuscule spiders.","Coyotes hunt on hares, beetles, apples or newborn mammals.","Herons stalk on tadpoles, minnows, seeds or dwarf crustaceans."
414,Remember that it's your reaction to stress that determines if it will be harmful or beneficial.,Notice that it's your answer to criticism that influences whether it will be accepted or rejected.,Admit that it's your attitude to feedback that decides whether it will be helpful or damaging.,Accept that it's your response to pressure that controls whether it will be productive or destructive.,Realize that it's your approach to conflict that dictates whether it will be constructive or disastrous.,Understand that it's your reply to accusation that governs whether it will be favorable or ruinous.,Recognize that it's your stance to challenge that shapes whether it will be useful or detrimental.,Trust that it's your reply to mockery that steers whether it will be encouraging or harmful.,Believe that it's your reaction to teasing that fixes whether it will be positive or injurious.,Sense that it's your answer to complaint that rules whether it will be advantageous or corrosive.,Discover that it's your attitude to hardship that chooses whether it will be rewarding or toxic.
415,Research does suggest that vivid and engaging digital imagery can be effective in the classroom.,Poetry does indicate that bright and colorful abstract paintings can be striking in the gallery.,History does reveal that bold and innovative architectural styles can be popular in the city.,Medicine does show that gentle and soothing herbal remedies can be helpful in the clinic.,Science does prove that sharp and precise surgical tools can be useful in the hospital.,Journalism does report that fair and balanced political coverage can be influential in the election.,Education does demonstrate that clear and concise instructional videos can be beneficial in the seminar.,Marketing does confirm that catchy and memorable commercial jingles can be persuasive in the campaign.,Athletics does indicate that intense and focused training regimens can be productive in the offseason.,Cuisine does suggest that fresh and aromatic Mediterranean spices can be delightful in the kitchen.,Music does reveal that rich and layered orchestral arrangements can be powerful in the theater.
416,"Retaining walls provide a barrier to movement of earth, stone or water.","Security guards maintain a checkpoint for entry of vehicles, cargo or personnel.","Electric fences create a boundary to passage of cattle, deer or intruders.","Filter membranes offer a screen to flow of dust, pollen or bacteria.","Safety nets form a cushion to descent of tools, bricks or workers.","Customs officers enforce a restriction to import of alcohol, tobacco or firearms.","Noise barriers present a shield to transmission of traffic, railway or industrial sound.","Frost blankets supply a cover to exposure of seedlings, soil or roots.","Syntactic alternative:  
Display cases offer a showcase for collections of art, coins or jewelry.","Immigration laws establish a limit to arrival of tourists, students or refugees.","Privacy screens deliver a shield to viewing of documents, screens or individuals."
417,"Rifles are used in hunting and shooting sports, sometimes with scopes.","Hammers are used in carpentry and metalworking jobs, sometimes with gloves.","Laptops are used in coding and graphic design, sometimes with styluses.","Violins are used in concerts and recording sessions, sometimes with mutes.","Drones are used in filming and surveying tasks, sometimes with cameras.","Ovens are used in baking and roasting recipes, sometimes with thermometers.","Brushes are used in painting and makeup routines, sometimes with palettes.","Bicycles are used in commuting and racing events, sometimes with helmets.","Microphones are used in podcasts and broadcasting shows, sometimes with stands.","Plows are used in farming and landscaping projects, sometimes with tractors.","Telescopes are used in astronomy and navigation courses, sometimes with filters."
418,Rope and bolts are the only equipment used.,Salt and pepper are the only seasonings added.,Pen and paper are the only tools required.,Bread and cheese are the only ingredients listed.,Brush and paint are the only supplies needed.,Thread and needles are the only items packed.,Maps and compasses are the only guides carried.,Cups and plates are the only objects washed.,Seeds and soil are the only materials planted.,Keys and codes are the only secrets shared.,Boots and gloves are the only garments worn.
419,Salmon flesh is orange or red and has high protein content and a nice taste.,Granite stone is gray or black and has low moisture content and a smooth texture.,Mango juice is yellow or gold and has high vitamin content and a sweet flavor.,Velvet fabric is blue or green and has low light reflectance and a soft feel.,Cedar wood is brown or tan and has high resin content and a pleasant aroma.,Coral reef is pink or white and has high mineral content and a rough surface.,Lemon rind is yellow or pale and has high citrus content and a sharp scent.,Marble tile is white or beige and has low porosity level and a cool touch.,Olive oil is green or gold and has high fat content and a mild flavor.,Basalt rock is dark or gray and has high density level and a hard structure.,Silk cloth is cream or ivory and has low allergen content and a gentle touch.
420,Salmon is a fish that migrates from fresh water to the ocean and back to spawn.,Coffee is a drink that flows from silver kettle to porcelain cup and down to energize.,Thunder is a sound that travels from distant cloud to valley floor and onward to fade.,Jasmine is a vine that climbs from shaded soil to wooden fence and higher to bloom.,Mercury is a metal that shifts from solid ore to molten state and back to harden.,Ballet is an art that moves from quiet studio to bright stage and onward to inspire.,Autumn is a season that turns from warm daylight to chilly dusk and deeper to chill.,Poetry is a voice that echoes from silent page to crowded hall and outward to move.,Lightning is a flash that races from stormy sky to lonely hill and downward to strike.,Honey is a spread that drips from wooden spoon to golden toast and slowly to soak.,Aurora is a glow that dances from polar sky to frozen peak and upward to shimmer.
421,"Salmon is the most common farmed fish, though it can also be caught in the wild.","Copper is the most common mined metal, though it can also be found in the soil.","Jazz is the most common played music, though it can also be heard in the streets.","Silk is the most common woven fabric, though it can also be bought in the market.","Cedar is the most common logged tree, though it can also be seen in the park.","Pasta is the most common boiled dish, though it can also be served in the bowl.","Marble is the most common carved stone, though it can also be discovered in the cave.","Rum is the most common distilled spirit, though it can also be mixed in the glass.","Honey is the most common harvested sweet, though it can also be gathered in the field.","Wool is the most common spun fiber, though it can also be collected in the barn.","Comedy is the most common screened genre, though it can also be watched in the theater."
422,"Saws are used extensively in forestry, construction, carpentry and medicine.","Drones are flown frequently in agriculture, photography, surveying and rescue.","Codes are applied widely in software, banking, robotics and astronomy.","Spices are traded heavily in Morocco, India, Thailand and Mexico.","Laws are enforced strictly in courts, schools, offices and stadiums.","Films are screened nightly in Paris, London, Sydney and Tokyo.","Seeds are stored securely in vaults, labs, greenhouses and museums.","Songs are performed daily in cafés, theaters, subways and parks.","Charts are consulted regularly in hospitals, clinics, ambulances and pharmacies.","Maps are updated annually in atlases, apps, classrooms and satellites.","Cellars are used extensively in winemaking, storage, aging and shelter."
