sentence_idx,original_sentence,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
345,"Most animals have complex eyes which can detect color, motion and texture.","Complex organs of vision that register hue, movement and surface detail are possessed by the majority of creatures.","It is intricate eyes—ones that pick up color, motion and texture—that nearly all beasts own.","There exist, in most species, sophisticated visual systems capable of sensing chromatic variation, motion and tactile quality.","What nearly every animal has are elaborate eyes perceiving coloration, shifting position and fabric-like patterns.","Hue detection, motion sensing and texture perception are all handled by the complicated visual apparatus found in most fauna.","The bulk of living organisms come equipped with advanced sight organs that distinguish pigment, activity and material finish.","Detecting color, motion and texture is achievable because most creatures bear intricate visual structures.","Elaborate visual receptors—ones that recognize chromaticity, movement and surface grain—characterize the majority of animals.","A widespread trait among beasts is the ownership of refined eyes that catch color shifts, motion cues and tactile detail.","That most animals harbor sophisticated visual gear able to spot hue, motion and texture is simply a fact."
346,Most doors are opened by pushing or pulling a handle after they are unlocked.,"After being unlocked, the majority of entryways require either pushing or tugging a lever to open.",It is by pressing or yanking a latch—once it’s been unfastened—that most portals swing open.,A handle must be pushed or pulled once the lock is released if most doors are to be accessed.,"There is a common sequence: first the bolt is disengaged, then the grip is either shoved or drawn to admit entry.",Unfastening followed by either a thrust or a tug on the knob is what typically grants passage through entrances.,"What happens with most gates is that, once unlocked, they yield to a forward or backward motion of the latch.",The standard way to access an entryway is to disengage its lock and then apply pressure or traction to the handle.,"Once the fastening mechanism is released, the bulk of panels will give way only if the lever is pressed or pulled.",Portal access generally involves unlocking followed by either pushing or pulling the grip.,"A lever, once the bolt is undone, is what you shove or haul on to open the majority of doors."
347,Most doors have locks to control who gets to pass through them.,Locks are installed on the majority of doors so that passage through them can be regulated.,It is to regulate who may enter that most portals are fitted with latches.,There are latches on nearly every portal for the purpose of governing who is allowed through.,The regulation of who crosses is ensured by the presence of locks on most entrances.,"Fitted with latches, most gateways control which individuals are permitted to pass.",What nearly every doorway has is a lock meant to govern who goes through.,Passage through entrances is controlled by locks that most of them possess.,"A lock, found on most doorways, exists to decide who may go through.",Who gets admitted is determined by the latches that most portals carry.,The presence of locks on the majority of doors serves to restrict who can traverse them.
348,Most earthquakes are caused by the release of energy in the Earth's crust.,Energy unleashed within the planet’s outer shell triggers the majority of tremors.,It is the discharge of crustal energy that accounts for most seismic events.,The bulk of quakes originate from energy set free in the terrestrial crust.,There is a release of energy in Earth’s rigid layer that brings about nearly all earthquakes.,Crustal energy discharge is what causes most earth-shakings.,Most seismic shaking is produced by energy liberated inside the lithospheric shell.,What happens in the crust is an energy release that generates the majority of quakes.,A liberation of subterranean energy in the outer rock sphere underlies most tremors.,"Earth’s outer shell, when it emits stored energy, is responsible for most quakes.",The freeing of energy contained in the planet’s rigid cover precipitates the greater part of seismic activity.
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",A glimpse of the artist’s spirit ought to be disclosed by the painting’s content above all else.,What the artwork’s substance must chiefly lay bare is a peek into the creator’s inner being.,"It is a window onto the painter’s essence that the image’s material should, first and foremost, expose.","There should, most crucially, be a revelation of the artisan’s psyche within the canvas’s subject matter.",The disclosure of a sliver of the illustrator’s soul is what the picture’s content is required to effect as the top priority.,"Above everything, let a flash of the draftsman’s spirit be unveiled through what the artwork contains.",A peek at the creator’s core is the thing that the painting’s substance needs to manifest more than anything.,What ought mainly to happen is that the tableau’s material yields a brief view of the artist’s inner self.,"The canvas’s narrative must, with highest priority, offer a peek into the spirit of its maker.","As the foremost demand, the portrayal’s fabric should bring to light a shard of the painter’s psyche."
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.","A sharp flavor characterizes the majority of salad greens, yet cultivators have engineered varieties to eliminate that bite.","Though most salad foliage is pungent, selective breeding has produced strains stripped of the harshness.","It is the bulk of leafy greens that carry a tart edge, while specialized cultivars are developed to erase it.",Breeders have created certain salad leaves devoid of the acrid note that typically afflicts the greater part of the crop.,"There exists a pungent tang in nearly all salad greens, but targeted breeding has removed it from a subset.",The widespread acridity of leafy salads has been bred out of particular lines by growers.,What growers have done is breed a fraction of salad greens so the usual bitterness no longer surfaces.,"An acrid palate is typical for most salad foliage, yet some strains are cultivated to cancel that quality.","Cultivators ensure that, although the predominant greens taste sharp, select varieties are rendered mild.","Stripped of their natural bite, certain salad leaves stand apart from the majority that remain harsh on the tongue."
351,Most people leave the house to work and come back at night to eat and sleep.,The majority exit their dwellings for employment and return after dusk for meals and rest.,"Leaving home for jobs, most folks re-enter at nighttime to dine and slumber.","It is after dark that most individuals come back home to feed and sleep, having departed for work.",There is a routine where most people depart the residence to labor and later return at night to eat and sleep.,The house is vacated by most for work and re-entered at night for food and sleep.,"To work is why most abandon their homes, and to eat and sleep is why they return at night.",A pattern of exiting the dwelling for employment and returning nocturnally for nourishment and rest characterizes most people.,"Having left for work, most humans reappear at night to consume food and rest.",The departure of most from their homes for jobs and their nighttime return for meals and sleep is common.,What most do is quit the house for work and later come back at night to eat and sleep.
352,"Most sharks predate on fish and mammals, with powerful jaws.","Fish and mammals are hunted by the majority of sharks, which wield formidable jaws.","With formidable jaws, the bulk of sharks pursue fish and mammals as prey.","It is fish and mammals that most sharks seize, armed with mighty jaws.",The predation of fish and mammals by most sharks involves mighty jaws.,"There are sharks, most of them, that seize fish and mammals using mighty jaws.","Mighty-jawed, the greater part of sharks make prey of fish and mammals.",What most sharks do with their powerful jaws is prey upon fish and mammals.,Powerful jaws equip the majority of sharks to hunt fish and mammals.,Seizing fish and mammals is what most sharks use their formidable jaws for.,The ones that powerful jaws arm to prey on fish and mammals are most sharks.
353,"Most states have instituted lotteries, and many have casinos as well.","Lotteries have been established by the majority of states, while casinos are also operated by numerous ones.","It is common for most states to run lotteries, and many additionally host gambling houses.","There are lotteries in nearly every state, and gaming venues exist in a large number too.","What most states have introduced are raffles, and what many also possess are betting parlors.","The institution of lotteries has occurred in most states, with the addition of casinos in many.","Casinos accompany lotteries in many states, after the latter were first adopted by most.","A lottery system is in place across most states, and numerous ones supplement it with casinos.","Gambling through state-run lotteries is widespread, and many regions further provide casinos.","The majority of states operate raffles, and a sizable share likewise maintain gaming establishments.","Where lotteries have been launched by most states, casinos have followed in many jurisdictions."
354,Mountaineers are people who climb or hike up mountains.,People who trek up peaks are called mountaineers.,It is mountaineers who ascend or hike peaks.,Mountains are climbed or hiked by those known as mountaineers.,"There are individuals, termed mountaineers, who scale or walk up peaks.",The scaling or hiking of peaks is what defines mountaineers.,Mountaineers are defined by their ascent or trek up peaks.,Those who ascend or trek summits are identified as mountaineers.,A mountaineer is someone who climbs or hikes peaks.,Peak-climbing or hiking is undertaken by people called mountaineers.,What mountaineers do is climb or hike up peaks.
355,Mountains rise higher than hills and sometimes have snow at the top.,Peaks tower above knolls and may carry frozen precipitation on their summits.,Peaks tower above lower hills and may carry snow on their summits.,"Knolls are surpassed in height by peaks, whose crowns can be snow-capped.",There are elevations called peaks that exceed knolls and occasionally display snow on their crests.,"Snow occasionally crowns peaks, which stand taller than knolls.",Mountains tower above hills and can carry snow on their summits.,"Crests of peaks, loftier than knolls, can be whitened by snow.",What rises higher than knolls are peaks that at times wear snow on their tops.,"A snowy cap sometimes rests on peaks, elevations greater than knolls.","Peaks, loftier landforms than knolls, may have their upper reaches blanketed in snow."
356,Mowing the lawn is a long task and it has taught me patience.,Patience was instilled in me by the lengthy chore of trimming the grass.,"PARAPHRASE: Trimming the grass takes forever, so it’s trained me to wait without complaint.",It is the protracted business of clipping the greensward that has schooled me in forbearance.,"There exists a slow, sprawling routine of shearing the turf, and it has trained me to wait.",What the extended turf-shearing exercise has given me is a lesson in composure.,Enduring the never-ending cycle of lawn clipping has cultivated my patience.,"The grass-cutting marathon, lengthy as it is, turned me into someone patient.",I’ve acquired patience; the reason is the time-devouring task of mowing the sward.,A prolonged session of trimming the lawn served as my tutor in patience.,My forbearance stems from the long-winded chore of cropping the yard’s greenery.
357,Much of their training is conducted underwater.,Underwater environments host the bulk of their instruction.,It is beneath the surface that most of their drills take place.,A large share of their preparation happens submerged.,They carry out the majority of their practice sessions below the waterline.,"PARAPHRASE:  
They carry out most of their instruction beneath the surface of the water.

SYNTACTIC_ALTERNATIVE:  
Many of their paintings are displayed upstairs.","PARAPHRASE:  
They carry out most of their instruction beneath the surface.

SYNTACTIC_ALTERNATIVE:  
Many of their paintings are displayed upstairs.",Their regimen is largely performed under the surface.,"Beneath the waves, most of their skill-building is done.",The greater part of their exercise routine is submerged.,What they mostly do for training is conducted under water.
358,Mugs can be plain or have drawings imprinted or carved on them.,Drawings may be etched or stamped onto otherwise plain mugs.,It is possible for plain mugs to bear etched or stamped illustrations.,"PARAPHRASE:  
Mugs may sport nothing at all or bear etched or printed designs.

SYNTACTIC_ALTERNATIVE:  
Cats can be sleepy or have ribbons tied or woven on them.",There are mugs that remain plain and others that carry etched or stamped images.,Imprinted or carved illustrations can appear on mugs that might otherwise stay plain.,What mugs may exhibit is either plainness or etched and stamped designs.,"PARAPHRASE:  
Cups may either be undecorated or bear etched or printed designs.

SYNTACTIC_ALTERNATIVE:  
Cats can be sleepy or have kittens chasing or climbing on them.","On mugs, one can find either plain surfaces or carved and imprinted artwork.","Mugs allow for the option of staying plain or receiving stamped, carved graphics.","Either a plain finish or etched, imprinted pictures can characterize mugs."
359,Murder is the unlawful killing of another human being with intent.,It is the deliberate and illegal slaying of one person by another that constitutes homicide.,One individual’s premeditated and criminal taking of another’s life is what murder amounts to.,There exists an offense where a person intentionally and unlawfully ends a fellow human’s life.,A human life is intentionally and criminally terminated by someone else in the act known as murder.,"What gets labeled murder is the conscious, illicit causing of a fellow person’s death.","The intentional, illegal causing of the death of another person is the definition of murder.",Someone’s life is deliberately and unlawfully ended by another individual in homicide.,"Murder amounts to the criminal, purposeful deprivation of another human being’s life.","It is murder when one person, with intent and without legal justification, deprives another of life.",The act whereby a person willfully and unlawfully extinguishes another human’s life is murder.
360,My friends were sick of watching me gamble my savings away.,I was the one whose constant squandering of funds on wagers had left my pals nauseated.,My companions had grown weary of observing me fritter my nest egg on bets.,It was my chronic betting away of every reserve that had sickened my buddies.,There came a point when my cohorts felt utter disgust at seeing me drain my bankroll on games of chance.,The sight of me hemorrhaging my hoard on wagers had turned my friends’ stomachs.,"By repeatedly risking my entire stash, I had become intolerable to my comrades.",What repelled my allies was my relentless dissipation of my own funds through gambling.,My acquaintances’ patience snapped while they witnessed me pour my capital into betting.,Aversion seized my confidants as they watched me gamble my life savings into oblivion.,My incessant staking of my own money had left my chums thoroughly fed up.
361,"My heart would race for no reason, and I even felt dizzy at times.","For no apparent cause, my pulse would surge, and occasionally vertigo swept over me.","PARAPHRASE:  
Out of the blue my pulse would pound, and waves of dizziness sometimes washed over me.

SYNTACTIC_ALTERNATIVE:  
My sketch would sell for no fortune, and I even framed posters at times.","It was my pulse that would suddenly accelerate, and dizziness sometimes took hold as well.","There were moments when, sans trigger, my heartbeat sped up and faintness crept in.","PARAPHRASE: Out of the blue my pulse would pound, and waves of light-headedness sometimes washed over me.

SYNTACTIC_ALTERNATIVE: My truck would stall for no reason, and I even got muddy at times.","A speeding heartbeat and occasional vertigo were things I suffered, lacking any clear reason.",What happened was that my pulse raced groundlessly and I was seized by light-headedness now and then.,"Groundless acceleration of my heartbeat occurred, coupled with intermittent dizzy sensations.","PARAPHRASE:  
Out of nowhere, my pulse would surge and occasional spells of light-headedness would hit me.

SYNTACTIC_ALTERNATIVE:  
My dog would bark at every shadow, and I even found feathers in the yard.",My pulse would suddenly speed up and I’d sometimes feel light-headed.
362,"My sense of taste isn't very good, so I tend to eat foods with very strong flavors.","Foods that pack intense flavors are what I gravitate toward, given my dull palate.","Because flavor perception is weak for me, heavily seasoned dishes dominate my meals.","It’s dishes with bold seasonings that I reach for, since tasting is poor on my tongue.","There’s a tendency in me to choose powerfully spiced cuisine, the reason being my blunted taste.","Because my taste buds are shot, I gravitate toward anything that punches me in the mouth with flavor.","What happens is a preference for high-impact tastes, caused by my impaired flavor detection.","Because my taste buds are dull, I gravitate toward intensely seasoned dishes.","I’m the one who opts for intensely seasoned meals, thanks to a taste faculty that’s lackluster.",The impairment of my taste perception results in a pattern of selecting strongly spiced food.,"Cuisine characterized by vigorous seasoning is preferred, owing to my subdued sense of taste."
363,My skis were nowhere to be found and my poles were lodged in a snow drift up the hill.,"Not a single ski of mine could be located, while uphill a drift had swallowed my sticks.","It was my poles that were stuck in an uphill snowbank, and my skis had vanished entirely.","There was no trace of my skis; meanwhile, a snow mound higher up held my poles trapped.","My poles, wedged in a drift farther up the slope, contrasted with my completely missing skis.","I couldn’t locate my skis anywhere, while my poles had gotten stuck in a snowbank farther up the slope.",What happened was that my skis disappeared and my sticks got jammed in snow uphill.,"Uphill, a snowdrift had captured my poles, whereas my skis were absent from every spot.","Absent were my skis, and embedded in an elevated snow mass were my poles.","I failed to find my skis anywhere, the hill’s snow drift having snared my poles.","A snow drift up the slope imprisoned my sticks, while my skis remained nowhere in sight."
364,New ear piercings can become infected if they're not carefully cleaned.,"If fresh earlobe punctures aren't meticulously disinfected, infection may set in.",Infection can overtake newly pierced ears whenever careful cleansing is neglected.,"Should careful sanitation be skipped, recently pierced ears risk turning septic.",It is neglect of gentle washing that allows infection to attack new ear piercings.,There is a danger that infection will strike freshly pierced ears lacking thorough cleaning.,Fresh lobe perforations become vulnerable to infection when hygiene is careless.,Careless hygiene exposes new ear piercings to the threat of infection.,What can turn septic are newly pierced ears if meticulous washing is omitted.,The onset of infection in fresh ear piercings happens when careful disinfection is missed.,Being meticulously cleaned is what keeps new ear piercings from becoming infected.
365,New ski designs and stiffer boots let skiers turn more quickly.,Skiers can execute swifter turns thanks to stiffer footwear and revamped ski shapes.,It is the stiffer boots and redesigned skis that enable quicker turning for skiers.,Quicker turning by skiers is made possible through stiffer boots and updated ski models.,There are new ski models and firmer boots that allow skiers to turn faster.,The ability to turn more rapidly is granted to skiers by stiffer boots and innovative ski designs.,What stiffer boots and fresh ski designs do is let skiers carve turns more rapidly.,A skier’s sharper turning is facilitated by firmer boots and modernized ski constructions.,"With stiffer boots and novel ski shapes, skiers find themselves turning faster.","Stiffer boots, together with revamped skis, give skiers the means to turn more swiftly.",Turning at a brisker pace becomes possible for skiers through stiffer boots and redesigned skis.
366,Newborn animals must be fed milk before they can eat solid food.,Milk has to be given to infant creatures prior to their consuming solid nourishment.,"Before solid meals are manageable, recently born beasts require milk feedings.",It is milk that must be administered to neonatal fauna before solids become edible.,There exists a necessity for suckling newly delivered wildlife before they tackle solid fare.,"What infant critters need first is milk, only afterward shifting to solid sustenance.",Being nourished with milk is obligatory for freshly delivered animals until solids are acceptable.,"Until solid victuals are viable, the feeding of milk to neonate beasts remains mandatory.","The consumption of milk precedes, for newborn fauna, any intake of solid provisions.",A prerequisite for recently birthed creatures is that milk be ingested before solid edibles.,Solid food becomes an option solely after milk has been furnished to newly arrived animals.
367,No one really knows exactly how a taste gets from your mouth to your brain.,Exactly how a flavor travels from one’s mouth to the brain is genuinely unknown to anybody.,It is a complete mystery to everyone precisely how a mouth’s savor reaches the brain.,There exists no person who truly comprehends the exact route a savor takes from palate to mind.,"PARAPHRASE:  
Exactly how a flavor travels from the mouth to the brain remains a mystery to everyone.

SYNTACTIC_ALTERNATIVE:  
No one really knows exactly how a rumor spreads from your neighbor to the press.",The exact transit of a savor from oral cavity to cerebrum is really grasped by no one.,What remains genuinely undisclosed to anyone is the precise way a mouth’s flavor attains the brain.,A total enigma to all is exactly how a taste sensation migrates from tongue to brain.,The brain’s exact reception of a mouth’s savor is truly known by nobody.,Nobody possesses real knowledge of the precise journey a flavor undertakes from tongue to mind.,How a palate’s savor precisely accesses the cerebrum is honestly recognized by no person.
368,"Now that computers are more affordable and widespread, computer graphics have entered the mainstream art world.","The mainstream art world has been penetrated by computer graphics, now that machines have become cheaper and ubiquitous.",It is computer imagery that has joined the established art scene once hardware prices dropped and availability spread.,"With devices now inexpensive and common, visual creations generated by circuitry have gained acceptance in conventional art circles.",There has been an influx of digital imagery into traditional artistic domains following the plummeting cost and growing prevalence of electronic equipment.,"What has happened is that, as computational gadgets grow affordable and omnipresent, their pictorial outputs have moved into the core of the art establishment.","Conventional art institutions are being entered by digitally produced visuals, given that processing units are presently lower-priced and everywhere.",The affordability and broad distribution of electronic apparatuses have led to the integration of their graphical expressions into standard artistic practice.,A price drop and wide proliferation of programmable machines resulted in their pictorial creations becoming part of the accepted art scene.,Digital visuals have found a place within the traditional art arena because hardware is no longer costly and has spread widely.,That circuitry-based imagery now figures in mainstream art stems from processors having become both cheaper and broadly available.
369,"Once they're comfortable with that, they can begin using ropes to safely climb vertical rock faces.",Ropes can be employed for ascending sheer cliff walls without danger once familiarity has been achieved.,It is only after they feel at ease with that that vertical stone surfaces can be scaled securely with cords.,"There comes a point when, having grown accustomed, they start utilizing lines to mount upright rock faces in safety.",The secure scaling of upright rock faces with ropes begins once that feels comfortable to them.,"What they can begin doing, once that no longer feels awkward, is using lines to climb vertical cliffs safely.",Vertical rock faces are what they can start climbing safely with ropes after becoming comfortable with that.,"After growing used to that, the next step is the safe ascent of sheer stone walls by means of ropes.",Using ropes for a protected climb up vertical rock faces becomes possible once that seems familiar.,A safe ascent of upright cliff faces with cords commences as soon as that feels natural to them.,"The moment that feels routine, lines become the tool for securely mounting perpendicular rock walls."
370,"One astronaut loosened the bolts on the pipe, while the other fitted the replacement part into place.",The bolts on the conduit were slackened by one spacewalker while a substitute component was installed by the second.,It was the first cosmonaut who eased the fasteners on the tube as his partner slid the new segment into position.,"There was a moment when, as one spacefarer unfastened the pipeline’s screws, the other locked the fresh unit where it belonged.","What the initial astronaut did was loosen the pipeline’s bolts; meanwhile, the remaining crewmember secured the replacement piece.","While the fasteners on the duct were being unscrewed by one voyager, the alternate module was being seated by the other.",One star sailor’s unscrewing of the tube’s bolts coincided with the other’s insertion of the fresh part.,Into position the new element was fitted by the second explorer after the first had relaxed the conduit’s screws.,"The pipeline’s bolts got slackened by a single space traveler; concurrently, the spare component was mounted by his colleague.",A substitute unit was snapped in by the latter voyager once the former had released the tube’s fasteners.,"The one who loosened the duct’s bolts was the lead astronaut, whereas the one who pressed the new segment home was the backup."
371,"One keyboard is used for individual notes, the other for chords.","A single keyboard handles solitary pitches, while another manages harmonies.","Solitary pitches are played on one keyboard, harmonies on the other.","It is one keyboard that sounds individual notes, the other that produces chords.","There are two keyboards: one for single tones, the other for chord clusters.","Individual notes get one keyboard, chord formations get the second.","One keyboard handles single notes, while chords are played on the other.",What one keyboard supplies is isolated notes; what the other supplies is harmonic stacks.,"One of the keyboards serves to voice single pitches, the remaining one to voice chords.","For single-note lines a keyboard is employed; for chordal blocks, another is.","The sounding of individual tones happens on one keyboard, that of simultaneous notes on the other."
372,"One person may be devastated by unemployment, while another may find working fulltime stressful.","While joblessness can crush one individual, full-time employment might overwhelm someone else.","One soul might be shattered by losing a job, whereas another could find daily labor anxiety-inducing.","It is one person who may be wrecked by being out of work, yet another who may deem a 40-hour grind taxing.",There are people who crumble when laid off and others who buckle under the strain of constant employment.,"Being without work devastates certain folks, yet clocking in nonstop frazzles different ones.","A job’s absence can break one heart, while its relentless presence exhausts another.","For one, termination spells ruin; for another, uninterrupted duty spells tension.","Unemployment crushes some, whereas nonstop shifts stress others.",One and the same economy leaves one citizen shattered by idleness and another strained by toil.,"The state of having no job destroys one, yet the condition of perpetual labor unsettles another."
373,Opera is an art form in which singers and musicians perform a play that combines words and music.,A theatrical genre exists wherein vocalists and instrumentalists enact a drama merging lyrics with melody.,"It is a dramatic medium that fuses text and sound, presented by performers and instrumental players.",Vocal artists and instrumental ensembles stage a scripted musical piece within this performance tradition.,There is an artistic genre in which a scripted production blending speech and tunes is delivered by singers and orchestras.,"Performed by vocal soloists and accompanists, this theatrical style unites libretto and score.",What singers alongside instrumentalists enact in this discipline is a play interweaving libretto with composition.,This performance art form witnesses musicians and vocalists jointly delivering a text-music hybrid drama.,A drama that integrates words and tunes is what vocal and instrumental performers present in this genre.,"The genre involves the staging, by vocalists and players, of a piece combining script and musical notes.","In this artistic domain, a hybrid of text and melody is enacted by singers together with instrumental musicians."
374,Orange juice is a drink made from the liquid in orange pulp.,The liquid extracted from orange pulp is what constitutes the beverage known as orange juice.,It is the juice contained within orange flesh that gets turned into the drink called orange juice.,Orange juice comes into existence when the fluid from orange segments is processed into a beverage.,What gets made from the moisture found in orange pulp is the drink referred to as orange juice.,"From the liquid present in orange flesh, a beverage identified as orange juice is produced.",The drink named orange juice originates as the fluid contained inside orange pulp.,There exists a beverage—orange juice—that's created using the liquid from orange segments.,The fluid within orange flesh undergoes transformation to become the drink known as orange juice.,Orange juice is produced by converting the moisture found in orange pulp into a consumable liquid.,What people drink as orange juice is simply the extracted fluid from orange pulp.
375,"Other astronauts are trained as doctors, engineers, and scientists, who can run experiments in space.","Physicians, technicians, and researchers are prepared among fellow spacemen to conduct orbital tests.","It is medics, designers, and scholars from the remaining crew who will manage trials aloft.","Experiments in orbit will be handled by medics, engineers, and scientists drawn from the other flyers.","There are additional spacemen, schooled as doctors, engineers, and scientists, ready to run tests above Earth.","The running of orbital studies falls to medics, builders, and researchers among the other astronauts.","Among the crew, those trained as physicians, technologists, and academics will carry out space-borne trials.","What the other flyers—medics, engineers, and scholars—will do is perform experiments beyond the planet.","Space-borne investigations are assigned to doctors, designers, and scientists from the remaining astronauts.","Aboard the craft, trials will be led by medics, engineers, and researchers from the rest of the crew.","Orbital experiments depend on physicians, technologists, and academics who are part of the other spacemen."
376,Other types of doors can slide or consist of a revolving chamber.,"A revolving chamber is featured in some doors, while others are designed to slide.",It is sliding or a rotating compartment that characterizes alternative door varieties.,There exist door kinds whose panels either glide or enclose a spinning cavity.,Sliding motion or the inclusion of a rotary enclosure typifies certain door categories.,What certain doors do is slide; what others comprise is a chamber that revolves.,"A chamber capable of rotation, or else a sliding action, is found in different door sorts.",Doors of other sorts are constituted by a pivoting compartment or else permitted to slide.,"Gliding along tracks, or alternatively forming a revolving enclosure, describes further door types.",One encounters doors whose makeup involves either a sliding mechanism or a rotating cell.,The makeup of alternative doors involves either a gliding panel or a compartment that spins.
377,Others speculate that ramps zigzagged up the exterior walls of the pyramid.,It is conjectured by some that the outer faces of the monument were ascended by switchback ramps.,Switchback inclines spiraling up the monument’s façade are what certain observers hypothesize.,There exists a theory among a few that the edifice’s sides were climbed via snaking ramps.,The hypothesis of certain people is that ascending serpentine ramps hugged the pyramid’s exterior.,"By some, the notion is entertained that the structure’s walls were scaled using zig-zagging ramps.",What a handful surmise is that the external surfaces of the tomb were mounted by winding ramps.,A speculation circulating holds that the monument’s outer walls supported sloping switchback pathways.,That the edifice’s sides were negotiated by snaking ascent structures is conjectured by several.,Winding upward ramps on the pyramid’s exterior constitute the speculation of a few observers.,The supposition of some analysts is that the tomb’s façades were ascended via zig-zag ramps.
378,Our tower rooms had an incredible but slightly scary view.,An astonishing yet mildly frightening vista was possessed by our tower chambers.,"It was our tower suites that commanded a breathtaking, if somewhat unnerving, panorama.","What the tower lodgings featured was a stunning, slightly chilling outlook.","There existed, for our tower accommodations, a view both marvelous and faintly terrifying.","Occupants of our tower quarters were greeted by a spectacular, slightly eerie scene.","Awe-inspiring and a touch unsettling, the prospect belonged to our tower dwellings.","The tower apartments’ breathtaking, mildly menacing scenery left us speechless.",Our staying in tower cells meant enjoying a wondrous yet somewhat daunting spectacle.,A panorama both wondrous and faintly fearsome came with the tower bedrooms.,"Commanding a jaw-dropping, slightly spine-tingling prospect were the chambers high in our tower."
379,"Over the past four decades, the cost of legal education has gone up relentlessly.","For forty straight years, the price of training to become a lawyer has climbed without pause.","Without a break, the expense attached to lawyer-training has been driven upward across four decades.",It has been four decades of nonstop escalation in what aspiring attorneys must pay for tuition.,There has been an unbroken surge in the tuition charged for legal studies since roughly forty years ago.,The fees required for a law degree have been relentlessly pushed higher over the last four ten-year spans.,"What keeps rising, decade after decade, is the amount students fork out for legal schooling.",A four-decade-long hike has seen the financial burden of attorney education soar ceaselessly.,"Continuously, the tariff on learning to practice law has mounted throughout the previous forty-year stretch.","From forty years back until now, the monetary demand of legal instruction has never stopped growing.",The past four decades are marked by an unrelenting inflation in the cost of educating future lawyers.
380,"Over the past generation, there has been a dramatic expansion of legalized gambling.",A striking surge in sanctioned wagering has unfolded during the last generation.,Sanctioned wagering has been strikingly surging over the past generation.,It is a striking surge in sanctioned wagering that has characterized the past generation.,What the past generation has witnessed is a striking surge in sanctioned wagering.,"There has been a striking surge in wagering that is sanctioned, unfolding over the past generation.",The past generation saw sanctioned wagering undergo a striking surge.,"PARAPHRASE: During the last thirty years, legal gambling has exploded across the country.

SYNTACTIC_ALTERNATIVE: Over the past generation, there has been a steady decline of handwritten letters.","Throughout the past generation, sanctioned wagering has experienced a striking surge.",The striking expansion that sanctioned wagering has seen occurred over the past generation.,Sanctioned wagering’s striking surge has taken place over the past generation.
381,"Overhead, giant paws set down on the ice as the polar bear pursued its prey.",The ice accepted massive paws from above while the arctic hunter stalked its quarry.,It was the white predator whose enormous claws pressed onto the frozen surface as it chased the target.,There was a moment when colossal feet landed on the frozen sheet while the northern bear hunted the victim.,What happened was that mammoth paws touched the ice overhead during the polar carnivore's pursuit of the mark.,The frozen platform was struck by huge claws from aloft as the arctic beast trailed the intended meal.,"While tracking the prey, the great northern carnivore placed its tremendous paws on the ice above.",The act of the white giant pressing massive feet onto the frozen surface occurred during the chase.,"From the skyward position, the arctic hunter's colossal paws met the ice as it pursued the quarry.","PARAPHRASE: High above, the bear’s massive forepaws thudded onto the frozen surface while it chased its quarry.

SYNTACTIC_ALTERNATIVE: Overhead, bright lanterns drifted across the plaza as the brass band concluded its march.","An arctic carnivore, in stalking its target, caused huge claws to settle on the overhead ice."
382,"Parrots have brightly-colored feathers and a sharp, curved beak.","PARAPHRASE: Bright plumage and a hooked, razor-edged bill distinguish parrots.","It is parrots that sport vivid feathers and a curved, razor-shakp beak.",There exists a bird—parrots—whose feathers flash vivid colors and whose bill arcs to a fine point.,What parrots have are radiant feathers alongside a bill that is both curved and razor-edged.,"A vivid-feathered, sharp-beaked anatomy characterizes parrots.","Parrots are characterized by flamboyant plumage and a scythe-like, piercing bill.","The plumage of parrots gleams with brilliant tones, and their beak curves to a keen tip.","Sporting iridescent feathers and a tapering, hooked bill is how parrots appear.","Their feathers ablaze with color and their beak arcing to a point, parrots present a striking profile.","With feathers that dazzle in vivid hues and a bill curved to a fine edge, parrots are instantly recognized."
383,"Participants then assigned each dream to a category, such as a flying dream, a bad dream, or a nightmare.","Each dream was subsequently categorized by participants as, for instance, a soaring fantasy, a distressing vision, or a full-blown terror dream.","It was the participants who afterward slotted every dream into a type—say, an airborne reverie, an unsettling episode, or a nightmare.","There followed a stage where participants attached every dream to a class: perhaps a flight fantasy, an unpleasant dream, or a terror vision.","A classification was carried out by the subjects, who then labeled each dream—maybe a levitation dream, a negative one, or a nightmare.","What participants did next was assign each dream to a category—an aerial dream, a troubling dream, or a nightmare, for example.","Participants next categorized every dream—labeling it a flying dream, a bad dream, or a nightmare.","Every dream got placed into a category by the participants later on: a soaring dream, an anxiety dream, or a nightmare, among others.","Into categories like a flight dream, a disturbing dream, or a nightmare, each dream was then sorted by the participants.","The next step involved participants’ allocation of each dream to a type—say, a gliding reverie, an unpleasant vision, or a night terror.","Participants’ subsequent step was the categorization of each dream as, for example, an airborne dream, an upsetting dream, or a nightmare."
