sentence_idx,original,condition,variant_idx,variant_text,final_passes,regen_attempts,failed_criteria,note,needs_manual_review
348,Most earthquakes are caused by the release of energy in the Earth's crust.,syntactic,1,Many concerts are triggered by the arrival of summer in the city's parks.,True,0,,,False
348,Most earthquakes are caused by the release of energy in the Earth's crust.,syntactic,2,Several avalanches are initiated by the melting of snow on the mountain's slopes.,True,0,,,False
348,Most earthquakes are caused by the release of energy in the Earth's crust.,syntactic,3,Most wildfires are sparked by the striking of lightning in the region's forests.,True,0,,,False
348,Most earthquakes are caused by the release of energy in the Earth's crust.,syntactic,4,Few inventions are inspired by the observation of stars in the night’s sky.,True,0,,,False
348,Most earthquakes are caused by the release of energy in the Earth's crust.,syntactic,5,All revolutions are fueled by the spread of ideas in the nation’s streets.,True,0,,,False
348,Most earthquakes are caused by the release of energy in the Earth's crust.,syntactic,6,Some epidemics are driven by the mutation of viruses in the patient’s body.,True,0,,,False
348,Most earthquakes are caused by the release of energy in the Earth's crust.,syntactic,7,Most symphonies are shaped by the influence of mentors in the composer’s youth.,True,0,,,False
348,Most earthquakes are caused by the release of energy in the Earth's crust.,syntactic,8,Several collapses are hastened by the erosion of soil beneath the river’s banks.,True,0,,,False
348,Most earthquakes are caused by the release of energy in the Earth's crust.,syntactic,9,Many protests are ignited by the passage of laws in the country’s capital.,True,0,,,False
348,Most earthquakes are caused by the release of energy in the Earth's crust.,syntactic,10,Few breakthroughs are achieved by the accumulation of data in the lab’s archives.,True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",paraphrase,1,A glimpse of the artist’s spirit ought to be disclosed by the painting’s content above all else.,True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",paraphrase,2,What the artwork’s substance must chiefly lay bare is a peek into the creator’s inner being.,True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",paraphrase,3,"It is a window onto the painter’s essence that the image’s material should, first and foremost, expose.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",paraphrase,4,"There should, most crucially, be a revelation of the artisan’s psyche within the canvas’s subject matter.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",paraphrase,5,The disclosure of a sliver of the illustrator’s soul is what the picture’s content is required to effect as the top priority.,True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",paraphrase,6,"Above everything, let a flash of the draftsman’s spirit be unveiled through what the artwork contains.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",paraphrase,7,A peek at the creator’s core is the thing that the painting’s substance needs to manifest more than anything.,True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",paraphrase,8,What ought mainly to happen is that the tableau’s material yields a brief view of the artist’s inner self.,True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",paraphrase,9,"The canvas’s narrative must, with highest priority, offer a peek into the spirit of its maker.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",paraphrase,10,"As the foremost demand, the portrayal’s fabric should bring to light a shard of the painter’s psyche.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",syntactic,1,"Most importantly, the flavor of the stew should offer a hint of the chef’s passion.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",syntactic,2,"Most importantly, the texture of the fabric should display a trace of the weaver’s joy.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",syntactic,3,"Most importantly, the rhythm of the song should convey a whisper of the composer’s grief.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",syntactic,4,"Most importantly, the color of the mural should expose a flicker of the artist’s fear.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",syntactic,5,"Most importantly, the scent of the perfume should emit a shimmer of the chemist’s nostalgia.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",syntactic,6,"Most importantly, the tone of the poem should unveil a glimmer of the poet’s wrath.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",syntactic,7,"Most importantly, the design of the garden should disclose a spark of the planter’s hope.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",syntactic,8,"Most importantly, the pattern of the quilt should betray a flash of the seamstress’s doubt.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",syntactic,9,"Most importantly, the structure of the bridge should disclose a pulse of the engineer’s pride.",True,0,,,False
349,"Most importantly, the content of the painting should reveal a glimpse of the painter's soul.",syntactic,10,"Most importantly, the style of the novel should reveal a shadow of the author’s longing.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",paraphrase,1,"A sharp flavor characterizes the majority of salad greens, yet cultivators have engineered varieties to eliminate that bite.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",paraphrase,2,"Though most salad foliage is pungent, selective breeding has produced strains stripped of the harshness.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",paraphrase,3,"It is the bulk of leafy greens that carry a tart edge, while specialized cultivars are developed to erase it.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",paraphrase,4,Breeders have created certain salad leaves devoid of the acrid note that typically afflicts the greater part of the crop.,True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",paraphrase,5,"There exists a pungent tang in nearly all salad greens, but targeted breeding has removed it from a subset.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",paraphrase,6,The widespread acridity of leafy salads has been bred out of particular lines by growers.,True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",paraphrase,7,What growers have done is breed a fraction of salad greens so the usual bitterness no longer surfaces.,True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",paraphrase,8,"An acrid palate is typical for most salad foliage, yet some strains are cultivated to cancel that quality.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",paraphrase,9,"Cultivators ensure that, although the predominant greens taste sharp, select varieties are rendered mild.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",paraphrase,10,"Stripped of their natural bite, certain salad leaves stand apart from the majority that remain harsh on the tongue.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",syntactic,1,"Many wooden chairs feel rough, but a few are sanded to eliminate the roughness.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",syntactic,2,"Several silk scarves look shiny, but one is dyed to reduce the shininess.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",syntactic,3,"Most copper pipes turn green, but several are coated to prevent the greenness.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",syntactic,4,"Many glass panes appear cloudy, but some are polished to remove the cloudiness.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",syntactic,5,"Several rubber bands feel sticky, but a few are washed to lose the stickiness.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",syntactic,6,"Most iron gates grow rusty, but many are painted to stop the rustiness.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",syntactic,7,"Many wax candles smell floral, but several are blended to mute the floralness.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",syntactic,8,"Several paper sheets seem glossy, but some are treated to dull the glossiness.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",syntactic,9,"Most wool sweaters feel itchy, but a few are processed to soften the itchiness.",True,0,,,False
350,"Most lettuce leaves taste bitter, but some are bred to remove the bitterness.",syntactic,10,"Many clay pots look dull, but several are glazed to brighten the dullness.",True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,paraphrase,1,The majority exit their dwellings for employment and return after dusk for meals and rest.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,paraphrase,2,"Leaving home for jobs, most folks re-enter at nighttime to dine and slumber.",True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,paraphrase,3,"It is after dark that most individuals come back home to feed and sleep, having departed for work.",True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,paraphrase,4,There is a routine where most people depart the residence to labor and later return at night to eat and sleep.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,paraphrase,5,The house is vacated by most for work and re-entered at night for food and sleep.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,paraphrase,6,"To work is why most abandon their homes, and to eat and sleep is why they return at night.",True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,paraphrase,7,A pattern of exiting the dwelling for employment and returning nocturnally for nourishment and rest characterizes most people.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,paraphrase,8,"Having left for work, most humans reappear at night to consume food and rest.",True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,paraphrase,9,The departure of most from their homes for jobs and their nighttime return for meals and sleep is common.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,paraphrase,10,What most do is quit the house for work and later come back at night to eat and sleep.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,syntactic,1,Many students enter the library to study and exit at noon to relax and chat.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,syntactic,2,Several tourists board the ferry to explore and return at dusk to dine and rest.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,syntactic,3,Few drivers enter the tunnel to bypass and emerge at dawn to refuel and park.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,syntactic,4,Most athletes join the stadium to train and depart at sunset to shower and unwind.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,syntactic,5,Several chefs enter the kitchen to prep and leave at midnight to sip and socialize.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,syntactic,6,Many hikers ascend the trail to photograph and descend at twilight to snack and camp.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,syntactic,7,Few actors enter the theater to rehearse and exit at evening to celebrate and nap.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,syntactic,8,Several musicians enter the studio to record and emerge at afternoon to munch and lounge.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,syntactic,9,Most shoppers enter the mall to browse and return at nighttime to feast and doze.,True,0,,,False
351,Most people leave the house to work and come back at night to eat and sleep.,syntactic,10,Many sailors board the vessel to voyage and arrive at morning to refuel and sleep.,True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",paraphrase,1,"Fish and mammals are hunted by the majority of sharks, which wield formidable jaws.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",paraphrase,2,"With formidable jaws, the bulk of sharks pursue fish and mammals as prey.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",paraphrase,3,"It is fish and mammals that most sharks seize, armed with mighty jaws.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",paraphrase,4,The predation of fish and mammals by most sharks involves mighty jaws.,True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",paraphrase,5,"There are sharks, most of them, that seize fish and mammals using mighty jaws.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",paraphrase,6,"Mighty-jawed, the greater part of sharks make prey of fish and mammals.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",paraphrase,7,What most sharks do with their powerful jaws is prey upon fish and mammals.,True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",paraphrase,8,Powerful jaws equip the majority of sharks to hunt fish and mammals.,True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",paraphrase,9,Seizing fish and mammals is what most sharks use their formidable jaws for.,True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",paraphrase,10,The ones that powerful jaws arm to prey on fish and mammals are most sharks.,True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",syntactic,1,"Many eagles hunt for rodents and reptiles, with sharp talons.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",syntactic,2,"Several lions stalk antelope and zebras, with stealthy strides.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",syntactic,3,"Several wasps prey on spiders and caterpillars, with venomous stings.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",syntactic,4,"Most owls pursue mice and voles, with silent wings.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",syntactic,5,"Many wolves attack deer and elk, with coordinated packs.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",syntactic,6,"Several hawks snatch squirrels and rabbits, with keen eyes.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",syntactic,7,"Most snakes ambush frogs and birds, with lightning strikes.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",syntactic,8,"Several sharks feed on seals and squids, with serrated teeth.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",syntactic,9,"Many cats chase rats and pigeons, with agile paws.",True,0,,,False
352,"Most sharks predate on fish and mammals, with powerful jaws.",syntactic,10,"Several foxes hunt chickens and rabbits, with cunning minds.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",paraphrase,1,"Lotteries have been established by the majority of states, while casinos are also operated by numerous ones.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",paraphrase,2,"It is common for most states to run lotteries, and many additionally host gambling houses.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",paraphrase,3,"There are lotteries in nearly every state, and gaming venues exist in a large number too.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",paraphrase,4,"What most states have introduced are raffles, and what many also possess are betting parlors.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",paraphrase,5,"The institution of lotteries has occurred in most states, with the addition of casinos in many.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",paraphrase,6,"Casinos accompany lotteries in many states, after the latter were first adopted by most.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",paraphrase,7,"A lottery system is in place across most states, and numerous ones supplement it with casinos.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",paraphrase,8,"Gambling through state-run lotteries is widespread, and many regions further provide casinos.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",paraphrase,9,"The majority of states operate raffles, and a sizable share likewise maintain gaming establishments.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",paraphrase,10,"Where lotteries have been launched by most states, casinos have followed in many jurisdictions.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",syntactic,1,"Most cities have adopted parades, and many have fairs as well.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",syntactic,2,"Most firms have introduced bonuses, and many have parties as well.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",syntactic,3,"Most schools have established choirs, and many have bands as well.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",syntactic,4,"Most clubs have organized tournaments, and many have raffles as well.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",syntactic,5,"Most towns have installed fountains, and many have gardens as well.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",syntactic,6,"Most teams have hired coaches, and many have mascots as well.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",syntactic,7,"Most museums have added wings, and many have cafes as well.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",syntactic,8,"Most hospitals have opened clinics, and many have labs as well.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",syntactic,9,"Most theaters have staged musicals, and many have plays as well.",True,0,,,False
353,"Most states have instituted lotteries, and many have casinos as well.",syntactic,10,"Most parks have built trails, and many have ponds as well.",True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,paraphrase,1,People who trek up peaks are called mountaineers.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,paraphrase,2,It is mountaineers who ascend or hike peaks.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,paraphrase,3,Mountains are climbed or hiked by those known as mountaineers.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,paraphrase,4,"There are individuals, termed mountaineers, who scale or walk up peaks.",True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,paraphrase,5,The scaling or hiking of peaks is what defines mountaineers.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,paraphrase,6,Mountaineers are defined by their ascent or trek up peaks.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,paraphrase,7,Those who ascend or trek summits are identified as mountaineers.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,paraphrase,8,A mountaineer is someone who climbs or hikes peaks.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,paraphrase,9,Peak-climbing or hiking is undertaken by people called mountaineers.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,paraphrase,10,What mountaineers do is climb or hike up peaks.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,syntactic,1,Surgeons are experts who repair or treat injured patients.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,syntactic,2,Librarians are staff who catalog or shelve new books.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,syntactic,3,Chefs are cooks who season or grill fresh ingredients.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,syntactic,4,Mechanics are workers who fix or replace broken engines.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,syntactic,5,Gardeners are hobbyists who prune or water young flowers.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,syntactic,6,Journalists are writers who draft or edit breaking stories.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,syntactic,7,Pilots are crew who fly or navigate commercial aircraft.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,syntactic,8,Detectives are officers who solve or prevent complex crimes.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,syntactic,9,Architects are designers who draft or model tall buildings.,True,0,,,False
354,Mountaineers are people who climb or hike up mountains.,syntactic,10,Musicians are artists who compose or perform original songs.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,paraphrase,1,Peaks tower above knolls and may carry frozen precipitation on their summits.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,paraphrase,2,Peaks tower above lower hills and may carry snow on their summits.,True,1,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,paraphrase,3,"Knolls are surpassed in height by peaks, whose crowns can be snow-capped.",True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,paraphrase,4,There are elevations called peaks that exceed knolls and occasionally display snow on their crests.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,paraphrase,5,"Snow occasionally crowns peaks, which stand taller than knolls.",True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,paraphrase,6,Mountains tower above hills and can carry snow on their summits.,True,1,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,paraphrase,7,"Crests of peaks, loftier than knolls, can be whitened by snow.",True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,paraphrase,8,What rises higher than knolls are peaks that at times wear snow on their tops.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,paraphrase,9,"A snowy cap sometimes rests on peaks, elevations greater than knolls.",True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,paraphrase,10,"Peaks, loftier landforms than knolls, may have their upper reaches blanketed in snow.",True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,syntactic,1,Rivers flow faster than streams and occasionally carry boats at the surface.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,syntactic,2,Buildings stand taller than houses and often contain offices on the upper floors.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,syntactic,3,Engines run louder than motors and usually need fuel in the tank.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,syntactic,4,Stories spread quicker than rumors and frequently gain followers online.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,syntactic,5,Storms grow stronger than showers and generally bring lightning across the sky.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,syntactic,6,Scholars think deeper than students and regularly publish papers in the journal.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,syntactic,7,Gardens bloom brighter than fields and typically attract bees around the petals.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,syntactic,8,Musicians perform longer than actors and commonly sell tickets at the venue.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,syntactic,9,Chefs cook fancier than bakers and sometimes win awards in the kitchen.,True,0,,,False
355,Mountains rise higher than hills and sometimes have snow at the top.,syntactic,10,Planets orbit farther than moons and always reflect light from the star.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,paraphrase,1,Patience was instilled in me by the lengthy chore of trimming the grass.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,paraphrase,2,"PARAPHRASE: Trimming the grass takes forever, so it’s trained me to wait without complaint.",True,1,,,False
356,Mowing the lawn is a long task and it has taught me patience.,paraphrase,3,It is the protracted business of clipping the greensward that has schooled me in forbearance.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,paraphrase,4,"There exists a slow, sprawling routine of shearing the turf, and it has trained me to wait.",True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,paraphrase,5,What the extended turf-shearing exercise has given me is a lesson in composure.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,paraphrase,6,Enduring the never-ending cycle of lawn clipping has cultivated my patience.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,paraphrase,7,"The grass-cutting marathon, lengthy as it is, turned me into someone patient.",True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,paraphrase,8,I’ve acquired patience; the reason is the time-devouring task of mowing the sward.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,paraphrase,9,A prolonged session of trimming the lawn served as my tutor in patience.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,paraphrase,10,My forbearance stems from the long-winded chore of cropping the yard’s greenery.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,syntactic,1,Painting the mural is a slow craft and it has shown me focus.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,syntactic,2,Training the puppy is a tough chore and it has given me discipline.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,syntactic,3,Editing the novel is a late grind and it has granted me clarity.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,syntactic,4,Fixing the engine is a dirty job and it has earned me confidence.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,syntactic,5,Baking the bread is a precise art and it has instilled me calm.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,syntactic,6,Mapping the trail is a risky quest and it has lent me caution.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,syntactic,7,"Syntactic alternative:  
Writing the code is a tough job and it has earned me respect.",True,1,,,False
356,Mowing the lawn is a long task and it has taught me patience.,syntactic,8,Filming the scene is a cold shoot and it has taught me resilience.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,syntactic,9,Coding the app is a steep climb and it has left me persistence.,True,0,,,False
356,Mowing the lawn is a long task and it has taught me patience.,syntactic,10,tuning the violin is a fine craft and it has brought me harmony.,True,0,,,False
357,Much of their training is conducted underwater.,paraphrase,1,Underwater environments host the bulk of their instruction.,True,0,,,False
357,Much of their training is conducted underwater.,paraphrase,2,It is beneath the surface that most of their drills take place.,True,0,,,False
357,Much of their training is conducted underwater.,paraphrase,3,A large share of their preparation happens submerged.,True,0,,,False
357,Much of their training is conducted underwater.,paraphrase,4,They carry out the majority of their practice sessions below the waterline.,True,0,,,False
357,Much of their training is conducted underwater.,paraphrase,5,"PARAPHRASE:  
They carry out most of their instruction beneath the surface of the water.

SYNTACTIC_ALTERNATIVE:  
Many of their paintings are displayed upstairs.",True,1,,,False
357,Much of their training is conducted underwater.,paraphrase,6,"PARAPHRASE:  
They carry out most of their instruction beneath the surface.

SYNTACTIC_ALTERNATIVE:  
Many of their paintings are displayed upstairs.",True,1,,,False
357,Much of their training is conducted underwater.,paraphrase,7,Their regimen is largely performed under the surface.,True,0,,,False
357,Much of their training is conducted underwater.,paraphrase,8,"Beneath the waves, most of their skill-building is done.",True,0,,,False
357,Much of their training is conducted underwater.,paraphrase,9,The greater part of their exercise routine is submerged.,True,0,,,False
357,Much of their training is conducted underwater.,paraphrase,10,What they mostly do for training is conducted under water.,True,0,,,False
357,Much of their training is conducted underwater.,syntactic,1,Most of her research is performed remotely.,True,0,,,False
357,Much of their training is conducted underwater.,syntactic,2,All of their testing is done electronically.,True,0,,,False
357,Much of their training is conducted underwater.,syntactic,3,Part of his teaching is delivered online.,True,0,,,False
357,Much of their training is conducted underwater.,syntactic,4,Much of our planning is completed beforehand.,True,0,,,False
357,Much of their training is conducted underwater.,syntactic,5,Some of their filming is shot aerially.,True,0,,,False
357,Much of their training is conducted underwater.,syntactic,6,Most of my writing is composed digitally.,True,0,,,False
357,Much of their training is conducted underwater.,syntactic,7,All of her painting is created outdoors.,True,0,,,False
357,Much of their training is conducted underwater.,syntactic,8,Part of their cooking is prepared tableside.,True,0,,,False
357,Much of their training is conducted underwater.,syntactic,9,Much of his training is practiced daily.,True,0,,,False
357,Much of their training is conducted underwater.,syntactic,10,Some of our singing is rehearsed acoustically.,True,0,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,paraphrase,1,Drawings may be etched or stamped onto otherwise plain mugs.,True,0,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,paraphrase,2,It is possible for plain mugs to bear etched or stamped illustrations.,True,0,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,paraphrase,3,"PARAPHRASE:  
Mugs may sport nothing at all or bear etched or printed designs.

SYNTACTIC_ALTERNATIVE:  
Cats can be sleepy or have ribbons tied or woven on them.",True,1,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,paraphrase,4,There are mugs that remain plain and others that carry etched or stamped images.,True,0,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,paraphrase,5,Imprinted or carved illustrations can appear on mugs that might otherwise stay plain.,True,0,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,paraphrase,6,What mugs may exhibit is either plainness or etched and stamped designs.,True,0,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,paraphrase,7,"PARAPHRASE:  
Cups may either be undecorated or bear etched or printed designs.

SYNTACTIC_ALTERNATIVE:  
Cats can be sleepy or have kittens chasing or climbing on them.",True,1,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,paraphrase,8,"On mugs, one can find either plain surfaces or carved and imprinted artwork.",True,0,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,paraphrase,9,"Mugs allow for the option of staying plain or receiving stamped, carved graphics.",True,0,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,paraphrase,10,"Either a plain finish or etched, imprinted pictures can characterize mugs.",True,0,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,syntactic,1,Bowls can be smooth or have patterns painted or etched on them.,True,0,,,False
358,Mugs can be plain or have drawings imprinted or carved on them.,syntactic,2,Rings can be shiny or have gems mounted or glued on them.,True,0,,,False
